,기사요약
98,
99,제5회 장애인 행복 나눔 대축제서 기증행사 진행롯데면세점 부산점이 부산지역 교통약자의 이동권을 보장하기 위해 15인승 미니버스를 부산 진구 노인장애인복지관에 기부했다(사진=롯데면세점)[이데일리 이성웅 기자] 롯데면세점 부산점이 부산지역 교통약자의 이동권을 보장하기 부산진구 노인장애인복지관에 15인승 ‘미니버스’를 기부했다고 24일 밝혔다
100,"[현대차 제공]    (서울=연합뉴스) 김준억 기자 = 현대차가 부산의 장애인 콜택시 운영 시스템에 인공지능(AI) 기술을 적용해 서비스 개선에 나선다현대차는 현대오토에버, 부산시설공단과 함께 '부산 장애인 콜택시 서비스 개선을 위한 업무협약(MOU)'을 체결했다고 21일 밝혔다"
101,"◇ 메이데이국제축전(MIF) 조직위원회는 오는 1일 메이데이(노동자의 날) 129돌을 기념해 ‘역사는 거리에서’ 주제로 다양한 민중축제를 진행한다이 대표는 여성 기업인으로, 실시간 가능한 생산관리 시스템을 도입해 자동화와 품질 혁신을 달성했다는 평가를 받았다◇ 국방부는 1차 남북정상회담 첫 돌을 기념하기 위해 새달 26일까지 서울 용산 전쟁기념관 2층 전시실에서 ‘강한 국방이 열어가는 평화의 길'을 주제로 특별 기획전시회를 연다◇ 한국신문윤리위원회는 26~27일 제주 라마다프라자호텔에서 ‘자살보도의 원칙과 신문윤리'를 주제로 전국 일간신문 사회부장 세미나를 개최한다김영욱 한국과학기술원 초빙교수가 사회를 맡으며, 유현재 서강대 교수(신문방송학전공)가 주제논문을 발표한다◇ 웰다잉 시민운동(이사장 차흥봉)은 25일 오후 4시 서울 종로구 KT스퀘어 드림홀에서 ‘나이 들어 마주하는 나의 삶과 죽음'을 주제로 시니어 토크콘서트를 개최한다당선작은 6월 발표한다"
102,"/사진=경찰청 제공    경찰청은 전북 전주시 팔복로 전북운전면허시험장에 '전북 장애인 운전지원센터'를 신규로 여는 등 장애인 운전면허 취득 지원을 강화하고 있다고 19일 밝혔다경찰청은 개소 이후 지난해까지 센터를 통해 장애인 총 5526명이 운전교육을 받았으며, 이 중 2461명이 운전면허를 취득했다고 설명했다"
103,[리포트] 전동 휠체어를 타고 외출을 나선 지체장애인 박현 씨인도를 지날 때마다 곤욕스러운 적이 한두번이 아닙니다일부 지자체들은 장애인 이동권을 보장한다며 보행환경 개선 사업에 나서고 있습니다개선 공사를 마친 나머지 인도들은 불법주차 차량들과 적재물들이 점령하고 있습니다부산에선 전동 휠체어를 타고가던 장애인 아들과 어머니가 택시에 치여 숨지기도 했습니다
104,"낮은 플랫폼은 서울 수서역과 부산역까지 가는 SRT 고속철을 탈 수 있는 플랫폼이고, 높은 플랫폼은 향후 수서역, 삼성역을 거쳐 파주 운정신도시까지 운행될 수도권광역급행철도 GTX-A(동탄~운정)를 위해 미리 마련한 플랫폼이다동탄역을 기종착으로 운행하는 GTX-A는 동탄에서 수서까지 SRT와 선로를 공유하지만, 정작 같은 플랫폼에서 타고 내릴 수는 없다SRT는 낮은 플랫폼에서 계단을 밟고 열차에 오르내리는 저상폼인 데 반해, GTX-A는 지하철과 같이 높은 플랫폼에서 수평으로 열차를 타고 내리는 방식이다동탄에서 삼성역까지 올라오는 GTX-A는 SRT와 수서까지 동일한 선로를 공유한다다만 이번에 고속철 투입계획의 발목을 잡은 결정적 요인 중 하나는 SRT와 GTX의 플랫폼 높이 문제였다SRT는 높이 500㎜ 저상폼을 쓰고, GTX는 높이 1135㎜의 고상폼을 사용하기 때문에 열차를 탈 수 있는 각각의 플랫폼을 별도로 조성해야 한다서울시 동남권사업과의 한 관계자는 “SRT와 GTX의 플랫폼 높이가 다르다 보니 플랫폼을 같이 사용할 수 없다”며 “국토부에서 고속철(SRT) 플랫폼을 뺀 설계안을 별도로 만들어달라고 요청했다”고 말했다게다가 현재 한국철도기술연구원에서 저상폼과 고상폼에 동시에 투입할 수 있는 고속철 개발을 거의 완료한 것으로 알려지는데, 신형 열차가 투입되면 별도의 플랫폼이 자칫 무용지물로 변해 예산낭비가 될 수 있다는 것도 국토부의 고민이다플랫폼 문제로 SRT와 GTX-A는 동탄~수서 구간 선로를 공유함에도 대부분 중간역에서 상호 환승이 안 된다중국은 한국보다 뒤늦게 고속철을 도입하면서 기존의 저상폼을 일제히 고상폼으로 교체했다"
105,"[머니투데이 장시복 기자] (앞줄 왼쪽부터) 김선규 사단법인 그린라이트 회장, 김대식 기아차 전무, 최문순 강원도지사, (뒷줄 왼쪽부터) 심영섭 강원도의회 사회문화위원장, 김인호 한국철도공사강원본부장, 원충의 사단법인 강릉시장애인법인단체연합회장, 김한근 강릉시장, 최선근 강릉시의회 의장이 강원권역 초록여행 1호 고객과 함께 기념 촬영을 하고 있는 모습강원 권역 초록여행에는 기아차가 제공하는 카니발 2대와 강원도에서 제공하는 레이 1대 등 총 3대의 차량을 활용할 예정이다"
106,ⓒ부산시부산시(오거돈 시장)는 15일 인재개발원에서 '교통약자 행복도시 부산!오거돈 부산광역시장은 추연길 부산시설공단 이사장에게 두리발 신차 열쇠를 전달했다또 모범 두리발 매니저 3명에 대한 표창식이 있었다
107,"한국, 노인 10만명당 교통사고 사망자 OECD 1위 운전면허 소지 20살 이하 1만명당 사고 가장 많고 고령 운전자 사고 발생시 대형사고 가능성 높아 노인 보행 사망자 10만명당 11명…30대 약 14배 한국의 65살 이상 인구 10만명당 교통사고 사망자수는 25교통사고 피해를 줄이기 위해선 사망 사고를 유발하는 열악한 보행 환경에 대해 주목해야 한다는 지적이 나왔다게티이미지뱅크  올해 도로교통공단 자료를 보면 한국의 65살 이상 인구 10만명당 교통사고 사망자수는 25정부가 고령자 교통사고를 줄이기 위한 대책 마련에 나선 가운데, 노인 운전자 문제 뿐 아니라 사망 사고를 유발하는 열악한 보행 환경에 더 주목해야 한다는 지적이 나왔다이날 서울 여의도 국회 의원회관에서 열린 발족식에서 주제 발표를 맡은 한상진 한국교통연구원 선임연구위원은 “노인 운전자의 교통사고를 언론이 크게 보도하다 보니, (고령자는) 교통사고 유발 인구라는 인식이 많은 것 같다한상진 연구위원이 제시한 통계를 보면, 운전면허를 갖고 있는 20살 이하 인구 1만명 당 사고건수는 11765살 이상 인구가 길을 걷다 교통사고를 당해 숨진 경우인 보행 사망자수는 10만명 당 11명으로 다른 연령대에 견줘 압도적으로 높았다"
108,"장애인 보호구역 적용 기준이 협소해 지정이 어렵고 지방자치단체의 의지도 부족하기 때문이다장애인 보호구역은 현행법상 일정 기간 장애인이 거주해 요양 서비스 등을 지원받는 ‘장애인 거주시설’ 인근만 지정할 수 있다정씨는 “성북시각장애인복지관에 다니는 장애인은 하루에 100명을 넘는다”며 “장애인 보호구역으로 지정하면 운전자도 경각심이 생겨 우리가 걱정 없이 다닐 수 있을 것”이라고 말했다2015년 3월 복지관 인근에서 교통사고를 당한 50대 중증 시각장애인 나병택씨도 “장애인 보호구역 표지만 있었어도 사고는 안 당했을 것”이라고 했다성북시각장애인복지관 관계자는 “복지관이 주택가에 있어 사고 위험이 많은 편”이라며 “인도에 설치된 점자블록 위에 불법주차돼 있는 차량에 다치는 분도 꽤 있다”고 말했다장애인 보호구역 7곳 중 4곳에서 과속 차량이 목격됐고, 5곳에는 불법 주정차 차량이 있었다서울 도봉구에 있는 한 장애인 거주시설 관계자는 “장애인 보호구역을 신청하라는 공문을 받거나 이에 대해 누구도 알려준 적이 없다”며 “(장애인 보호구역을 신청하라는) 공문이 내려왔다면 신청했을 것”이라고 했다지자체에서 별도로 장애인 교통사고 빈발 지역을 조사해 보호구역으로 지정할 수 있지만, 먼저 나서지는 않는다장애인 거주시설에서 지자체에 보호구역 지정을 신청하면 대부분 받아들여지지만, 실제로 신청하는 시설장은 적다장애인 보호구역을 만들려면 시설 주변에 주차장을 없애는 등 조치를 취해야 하는데, 이 과정에서 지역 주민의 민원이 발생할 수 있기 때문이다주택가가 아닌 큰길가에 장애인 보호구역을 지정하면 60~70㎞로 달리던 차량이 갑자기 감속해야 해 오히려 사고 위험이 높고, 차량의 인도 진입을 막기 위해 설치한 볼라드가 중증 장애인의 이동권을 방해하는 경우도 있다새날동대문장애인자립생활센터 관계자는 “휠체어를 타는 장애인은 대부분 콜택시를 타고 곧바로 목적지로 오기 때문에 장애인 보호구역 지정이 큰 의미가 없다”며 “인도와 차도의 단차를 없애는 등 장애인 친화적인 도로환경을 만들어야 한다”고 말했다"
109,"부산시, 광역단체 최초 '부산시민 보행권리장전'선포보행약자 위해 110억원 단계적 투입, 이동권 확보 대책 발표장애인 등 수요자 중심 정책 확대 방침[부산CBS 김혜경 기자]부산시는 17일 오후 2시 시청 앞 시민광장에서 '시민보행권 확보와 함께 걷는 부산' 선포식을 열고, 광역단체 최초 민간 주도로 제정한 '보행권리장전'과 장애인 등 보행약자 이동권 확보 대책을 발표했다(사진=부산시청 제공)부산시가 장애인 등 보행약자가 편하게 걸을 수 있도록 보행환경 개선에 단계적으로 110억원을 투입한다부산시는 17일 오후 2시 시청 앞 시민광장에서 '시민보행권 확보와 함께 걷는 부산' 선포식을 열고, 광역단체 최초 민간 주도로 제정한 '보행권리장전'과 장애인 등 보행약자 이동권 확보 대책을 발표했다부산시가 내놓은 보행약자 이동권 확보 대책을 살펴보면 장애인 보행밀집지역 130곳에 시비 110억원을 단계적으로 투입한다"
110,"한국장애인자립생활센터협의회 최용기 회장은 ""교통약자 이동 증진법이 제정되고 15년이 흘렀는데, 여전히 전국 9168대의 고속버스 중 휠체어 장애인이 탑승 가능한 버스가 한 대도 없다""면서 ""국가는 휠체어를 탄 장애인이 언제든지 이동하고 싶을 때 버스를 이용할 수 있도록 이동권을 보장해야 한다""고 촉구했다전장연 측에 따르면 국토부가 올해 추석부터 휠체어를 이용한 장애인도 고속·시외버스를 타고 고향에 갈 수 있다고 얘기했으나, 시범사업 시행이 다음 달 28일로 미뤄졌다고 비판했다휠체어를 탄 10여명은 '차별 없이 이용할 수 있는 장애인 시외이동권 보장하라!', '장애인도 추석에 고속시외버스 타고 고향 가고 싶다!' 등이 적혀 있는 피켓을 목에 걸고 귀성길에 오른 시민들을 향해 호소했다"
111,한국도로공사 부산경남본부는 경남지체장애인협회에 ‘잠 깨우는 왕눈이’를 지원했다고 21일 밝혔다© 뉴스1(부산ㆍ경남=뉴스1) 강대한 기자 = 한국도로공사 부산경남본부는 경남지체장애인협회에 ‘잠 깨우는 왕눈이’를 지원했다고 21일 밝혔다
112,"건협은 올해 서울금천구, 서울도봉구, 광주광산구, 경남진해 등 4개 보건소에 차량을 지원한다건협은 지난 26일 서울금천구보건소에서, 27일에는 서울도봉구보건소와 광주광산구보건소에서 장애인 특화차량 제작지원금 전달식을 가졌다"
113,"리프트 고장, 다른 승객들 눈총 등 장애인 이용 활성화 걸림돌저상버스 예약 시스템 등 장애인 불편 줄이는 대안 도입 주장""버스가 저를 못 보고 그냥 지나칠 때가 많아요탑승 과정에서 발생하는 불편과 함께 일부 시민의 따가운 시선까지 더해지다 보니 이용을 꺼릴 수밖에 없는 실정이다리프트가 고장난 버스가 오면 하염없이 다음 버스를 기다려야 한다저상버스를 탈 때마다 느껴지는 따가운 시선은 장애인들이 대중교통을 이용하지 않는 주된 이유다장애인들의 저상버스 이용률을 높이기 위해선 버스 탑승 과정에서 발생하는 불편을 최소화하는 게 급선무라고 주장한다이들이 제안하는 가장 대표적인 대안은 '저상버스 예약 시스템'이다"
114,부산일보DB 국회 국토교통위원회 소속 더불어민주당 홍기원 의원은 장애인 콜택시의 유료도로 통행료를 감면하는 내용의 ‘유료도로법’ 일부 개정법률안을 대표발의했다고 8일 밝혔다유료도로법상 중증 장애인이 주로 이용하는 장애인 콜택시는 통행료 감면 대상에 포함되지 않고 있다
115,"/고양=김세정 기자휠체어 고속버스 노선은 네 개뿐…""엄두도 못내""[더팩트ㅣ김세정 기자] 권달주 경기장애인차별철폐연대 상임대표는 올 추석에도 고향에 내려가지 못 한다'휠체어 탑승 고속버스' 사업이 시범 운영되고 있지만, 곡성으로 가는 노선은 없다권 대표는 대신 승객이 많이 없는 평일에 따로 날을 잡아 KTX를 타거나 다른 사람의 차를 얻어타고 고향을 방문한다권달주 경기장애인차별철폐연대 상임대표는 ""장애인들은 명절에고향을 가고 싶어도 못 가는 경우가 많다""고 지적했다/김세정 기자추석 연휴 하루 전날인 29일 오후, 권 대표를 비롯해 휠체어를 탄 장애인 20여 명이 경기 고양시 일산 서구의 한 아파트 앞에 모였다장애인들이 명절에 고속버스를 타고 고향에 내려갈 수 있기까지는 오랜 세월이 걸렸다추석 연휴 하루 전날인 29일 오후, 권 회장을 비롯해 휠체어를 탄 장애인 20여 명이 김현미 국토교통부 장관이 사는 아파트 앞에 모였다권달주 대표는 ""시외버스는 일단 노선이 저와 맞지 않는다충남 논산이 고향인 이형숙 서울시장애인자립생활센터협의회 회장도 휠체어 고속버스를 이용할 수 없다/김세정 기자국토교통부는 올 연말까지 '휠체어 고속버스'를 시범 운영할 계획이다"
116,"‘제대로 한방’ 류호정 의원대기업, 중기 기술 탈취 등 질타‘비례 몫 증명’ 최혜영 의원장애인의 절박한 이동권 쟁점화‘정책에 초점’ 박수영 의원선관위 주말·심야 업무추진비 부각류호정 정의당 의원 [연합]‘국정감사 스타’가 실종됐다는 아쉬움 속에서도 주목할 만한 초선 의원들의 활약은 있었다삼성전자를 상대로 사과를 받아낸 류호정 정의당 의원, 비례대표의 진면모를 보여준 최혜영 더불어민주당 의원, 그리고 날카로운 업무추진비 분석으로 즉시 시정하겠다는 답을 받아낸 박수영 국민의힘 의원 등이 주인공이다▶ “말장난 하지 마시고요”…국감서 유일했던 한 방, 류호정 정의당 의원‘삼성 저격수’라는 별명을 얻은 류 의원은 자타공인 국감 스타가 됐다"
117,"(사진=뉴시스DB)[광주=뉴시스] 송창헌 기자 = 광주시 국정감사 단골메뉴인 광주도시철도 무임승차가 올해도 도마 위에 올랐다이어 ""광주지역 무임승차 영업손실만 92억 원에 이른다""며 ""법률에 따라 노인, 장애인, 국가유공자 등에게 적용되는 운임 지원은 정부 정책임에도 적자분을 지자체가 부담토록 하는 것은 불합리하다""고 밝혔다com☞공감언론 뉴시스 goodchang@newsis"
118,뉴시스     정부가 운전능력에 따라 야간이나 고속도로 운전을 금지하고 최고속도 등을 제한하는 ‘조건부 운전면허’ 제도 도입을 추진한다정부는 면허발급을 제한하는 대신 대중교통이 취약한 지역의 고령자를 위해 수요 높은 노선으로 이동하는 셔틀 모빌리티 서비스를 운영하고 공공형 택시나 저상버스 등을 확충한다경찰청 등 정부는 조건부 운전면허 제도 도입을 위해 고령운전자의 시력이나 운동신경 등 운전능력을 파악하는 수시적성검사를 할 수 있게 오는 2022년 12월 도로교통법 개정을 추진하고 정보통신기술(ICT) 기반 고령자 운전적합성 평가 시스템 개발도 추진한다
119,"저상버스 이용에 따른 불편함에다 다른 승객의 눈치까지 보느라 이용을 꺼릴 수밖에 없는 분위기 탓이다배차 간격 등 무엇보다 저상버스 이용에 따른 불편이 문제겠지만, 장애인의 더딘 승차 등에 따른 다른 승객의 부담스러운 시선을 지적할 만하다저상버스를 타고 내리는 시간이 보통 3, 4분 걸리면서 다른 탑승객의 시선을 의식한 장애인들이 심리적 압박감 탓에 버스를 꺼릴 수밖에 없다이제 저상버스 도입 16년이 흐른 만큼, 대구시는 보급 중심 정책의 장단점 점검에도 나설 시점이 됐다"
120,"지난해 10월, 휠체어 탑승 고속버스 시범 운행대부분 KTX 노선과 겹쳐…""노선 다변화 필요""[앵커]지난해 10월, 정부가 장애인들의 이동권 보장을 위해 휠체어를 실을 수 있는 고속버스를 시범 운영하기 시작했습니다장애인단체의 끈질긴 요구와 인권위 권고, 법원 판결이 쌓인 끝에 지난해 10월, 국내 최초로 휠체어 탑승이 가능한 고속버스가 도입됐습니다일단 올해 말까지를 시범운영 기간으로 정했는데, 지난해 10월부터 지난 7월까지 이용객은 61명에 불과했습니다오랜 노력 끝에 얻어낸 휠체어 탑승 고속버스를 장애인들은 왜 외면할까KTX가 닿지 않는 곳도 많은데, 몇 안 되는 휠체어 탑승 고속버스마저 이미 KTX로 갈 수 있는 곳으로 배치됐다는 겁니다"
121,"[한겨레21] 코로나 시대 전세계의 거리감을 무너뜨리는 온라인 여행, 여행의 근본을 흔드는 새로운 여행을에어부산은 착륙하지 않고 정해진 노선을 운항하는 ‘체험비행’ 상품을 선보였다미국 뉴욕, 일본 도쿄 등 세계의 대표 도시들을 실제 거니는 듯한 시점으로 영상을 감상할 수 있는 유튜브 채널 ‘노마딕 앰비언스’(Normadic Ambience)가 인기다프랑스 관광청 홈페이지 메인전세계를 ‘지금, 여기’로여행지를 관광하기보다 세계의 ‘지금, 여기’를 날것으로 감상할 수 있는 ‘중계’ 콘텐츠도 인기다미국 뉴욕 타임스스퀘어를 비추는 유튜브 ‘어스캠’(Earthcam) 채널의 실시간 중계 영상도 있다이처럼 ‘여행 분위기’에 초점을 맞춰 즐기는 콘텐츠도 있다공항 대기실의 웅성거림, 비행기 이착륙 소리 등을 듣는 ‘공항 ASMR’(Autonomous Sensory Meridian Response·‘자율감각쾌락반응’으로, 보통 일상 소음을 재현한 것), 공항 탑승 수속부터 이륙, 비행, 착륙 등의 과정을 체험하는 ‘공항 롤플레이’가 유명하다항공업계에서는 ‘목적지에 착륙하지 않는 목적’의 ‘체험 비행’ 상품을 잇달아 출시하고 있다기내 면세품도 살 수 있어 ‘여행 기분’을 충분히 즐길 수 있다집순이 브이로그 유튜브 검색 결과 화면데꾸테리어, 방구석 여행하기우리가 머무는 집을 충분히 즐기는 ‘방구석 여행’도 비대면 여행 콘텐츠로 인기다유튜버 denis shiryaev 메인 페이지시간 여행하기공간뿐 아니라 시간을 여행하는 콘텐츠도 나왔다20세기 프랑스, 독일의 거리를 찍은 흑백 영상을 색채 복원 기술로 재현한 유튜버 데니스 시르예프의 콘텐츠는 원본 영상보다 더 높은 조회수를 기록하고 있다이외에 ‘랜선 여행’을 주제로 한 노래(폴킴의 <집돌이>, 레인메이커의 <랜선 여행>), ‘여행 노래 모음’을 들으며 음악으로 여행을 감각하기도 한다서울에서 부산까지 자전거, 버스, 택시 등 대중교통만으로 이동하며 ‘여행 경로’를 다르게 체험하고 후기를 공유하는 콘텐츠도 쉽게 찾아볼 수 있다기존에도 이동권이 충분히 보장되지 않았던 장애인이나 험지로 나 홀로 여행을 꿈꾸기 어려웠던 여성 등은 코로나 시국 이전의 여행이 그립지 않을지도 모른다"
122,이 같은 흐름 가운데 부산 센텀에 위치한 ㈜경성테크놀러지는 유아나 장애인들을 대상으로 비대면 방식의 솔루션을 제공하며 성장세를 이어가고 있다현재 다양한 소프트웨어 개발 및 플랫폼 공급을 주력으로 하고 있는 전문 기업 ㈜경성테크놀러지는 비대면 시대를 맞이해 급성장과 고용창출 효과를 동시에 이뤄내고 있다또한 ㈜경성테크놀러지는 경쟁력 있는 사업 주최로 공공기관의 사업비 지원과 부산광역시 사상구청 및 관내 기관의 공식 협조를 통한 신속하고 정확한 데이터 수집을 진행 중이다
123,"운영기관들, 도시철도법 개정 통해 제도화 주장전국 6개 도시철도 손실비용, 2019년 6230억원© 뉴스1(서울=뉴스1) 김창남 기자 = 서울교통공사를 포함한 전국 6개(서울·부산·인천·대구·광주·대전) 도시철도 운영기관들은 '무임수송정책'에 따른 손실 비용을 국비로 보전해야 한다고 주장했다더 큰 문제는 인구 노령화에 따른 무임수송 손실비용이 계속 눈덩이처럼 커질 수밖에 없고, 이는 이들 기관의 경영난으로 이어질 수 있다는 점이다이런 문제는 단순히 비용 증가뿐 아니라 승객 안전과 직결된 사안이기 때문에 정부의 대책 마련이 필요하다는 게 전국 6개 도시철도 운영기관들의 주장이다"
124,"경기 동부권·충북권 장애인 운전 교육 기회 확대질의하는 송기헌 의원[연합뉴스 자료사진]    (원주=연합뉴스) 김영인 기자 = 강원지역 장애인 운전지원센터가 원주에 설립된다송기헌 의원은 ""강원도 첫 장애인 운전지원센터가 원주에 건립되게 돼 기쁘다""며 ""장애인 운전면허취득 기회 확대로 사회적 취약계층의 이동권 향상과 일자리 창출에도 도움이 될 것""이라고 말했다"
125,"[한겨레21] [김소민의 아무몸]삶 그대로 한국 장애여성 운동사, 박김영희 장애인차별금지추진연대 대표류우종 기자2006년 4월 박김영희씨는 한강을 기어 건넜다1998년 장애여성공감을 꾸린 그의 삶이 그대로 한국 장애여성 운동사다지금은 경찰이 장애여성들 끌어내면 자기가 나가서 싸워존중하는 관계는 서로 많이 얘기하고 들으며 만들어가는 거 같아요2005년 겨울, 경남 함양에서 한 중증장애인이 집 수도관이 터져 자기 집에서 동사했거든요그 공포를 그대로 느끼는 거예요그런데 제가 65살이 되면 24시간 활동보조를 못 받을 가능성이 커요경찰이 “시민들 발을 묶고 폐를 끼치면서 해야 하냐” 그래요그런데 이렇게 하지 않으면 다들 모르니까, 이렇게 하지 않으면 계속 죽어야 하니까, 우리는 해야 한다2001년 지하철 오이도역에서 노인이 추락해 숨지고 2002년부터 장애인 이동권 보장 투쟁이 벌어졌어요우리가 지하철 연착 투쟁을 했어요동지들이 연행당하는 날엔 마음을 감당할 수 없어요맥주는 집에서 5분 거리에서만 마셔요2005년부터 2008년까지 아침엔 이동권 투쟁, 오후엔 장애인차별금지법 제정 촉구 투쟁, 저녁엔 활동보조제도 투쟁을 했어요공무원들 만나면 한 번도 “해봅시다” 한 적이 없어요그때 장애인은 으레 그랬어요처음 동해 밖으로 나가본 거예요밥 겨우 먹으려는데 물컵이 없어요그 와중에 텔레마케터로 일하고 검정고시 공부도 했어요그 고덕동 집에 사람들이 계속 들고 났어요전화 잘 걸잖아!장애여성 조직이 필요하겠다고 생각했어요그러다보니 누가 어떤 상황인지 다 알고 회원 담당 간사를 하다 대표까지 맡게 됐어요전동휠체어를 타고 다녔는데 지하철 리프트가 그렇게 무서웠어요우리가 처음 장애여성 성폭력 문제를 공론화했어요제가 할 수 있는 거 하다보니 자꾸 대표를 맡게 됐어요‘장애인 이동권 쟁취를 위한 연대회의’에서 공동대표를 했어요사람들이 처음엔 절 대표로 잘 인정하지 않았어요나중에 경찰들이 저보고 “제일 못됐다”고 했어요이후 진보신당 부대표를 했어요공감력이 제 장점인 거 같아요저는 닥치는 대로 열심히 하려고 했어요눈이 오나 비가 오나 제 마음이 가는 곳에 갔어요머리 하얘진 동지들과 뒷담화하고 싶어요  “네가 비장애인이었다면” 이런 말 많이 들어요장애를 가진 여성의 몸이기 때문에 지금 제가 된 거예요저는 계단을 못 올라가니 계단 있는 길은 저한텐 없는 거예요그걸 너무 지겨워하면 저는 못 사는 거예요사무실 구석에서 머리 하얘진 동지들과 뒷담화하고 싶어요"
126,"[책과 길] 우리가 도시를 바꿀 수 있을까?/최성용 지음, 동아시아, 264쪽, 1만6000원하마터면 서울 인사동은 평범한 상업지구가 될 뻔했다국민일보DB1990년대 중반만 하더라도 광화문 사거리에는 횡단보도가 없었다그렇다면 광화문 사거리에 건널목이 놓인 건 언제부터일까결국 그해 12월 광화문 사거리에는 남북 방향으로 횡단보도 2개가 생겼다광화문 사거리에 횡단보도 4개가 완성된 2005년 4월 20일 서울 도심에는 이런 현수막이 내걸렸다휠체어를 탄 장애인들은 단체로 지하철이나 버스를 타는 이벤트를 벌이는 것만으로도 우리네 도시의 아킬레스건을 깊숙이 찌르곤 했다‘우리가 도시를 바꿀 수 있을까?’를 읽으면 이렇듯 도시 곳곳에 무늬처럼 남아 있는 시민들의 분투 흔적을 만나게 된다‘우리가 도시를…’는 시민들이 살기 좋은 도시를 만들기 위해 벌인 투쟁의 기록을 일별한 작품으로 인상적인 이야기가 한가득 담겨 있다서울시는 시민들의 요구를 받아들여 이듬해 5월 시청 앞을 보행 광장으로 바꾸었다저자는 “1997년과 2002년의 차이는 얼마나 많은 시민이 함께했느냐의 차이였다”며 “시민이 함께 목소리를 내고 행동하면 도시를 바꿀 수 있다”고 강조한다책에서 주목할 만한 지점은 광화문 사거리나 서울광장 이야기에서 느낄 수 있듯 도시의 주인이 누구인지 묻는 대목이다벽화마을이 인기를 끌자 중앙정부와 지방정부는 벽화마을 만들기 프로젝트를 벌였다저자는 이렇게 말한다”그렇다면 ‘우리가 도시를…’는 시민들을 상대로 살기 좋은 도시를 만들기 위한 작업에 적극적으로 참여하라고 독려하는 작품일까저자는 “자신의 삶이 허락하는 범위 안에서, 부담 느끼지 않고 즐겁게 활동할 수 있는 방법을 찾아, 자신이 원하는 도시를 만들기 위해 행동하는 시민들이 늘어났으면 좋겠다”고 말한다"
127,오는 7월부터 적용© News1 신웅수 기자(서울=뉴스1) 황덕현 기자 = 경찰청과 도로교통공단은 장애인의 날(4월20일)을 앞두고 장애인운전지원센터에서 실시하는 무료 운전교육이 오는 7월부터 기존 1~4급 장애인에서 전체 장애인으로 확대된다고 19일 밝혔다
