,기사요약
87,"com[서울=뉴시스]최서진 기자 = 이준석 국민의힘 대표가 30일 전국장애인차별철폐연대(전장연)의 지하철 시위와 관련해 ""지난 3~4개월 동안 어느 정치인도 이걸 지적하지 않았다는 것은 오히려 그들이 이 문제에 있어 굉장히 비겁했다는 것""이라고 주장했다"
88,
89,[제주=뉴시스] 문대림 더불어민주당 제주도지사 예비후보가 30일 탐라장애인복지관에서 제주도지체장애인협회와 간담회를 하고 있다
90,"전날 전장연은 성명을 통해 ""이준석 당 대표는 전장연이 인수위를 만난 후 발표한 '출근길 지하철탑니다' 행동을 당분간 멈추겠다는 입장을 비난 여론 압박과 자신의 발언으로 인한 승리라며 페이스북에서 자찬했다""며 ""우리는 이준석 당 대표의 발언에 또다시 분노하며 다시 한 번 진중하게 공개 사과를 촉구한다""고 말했다전날 전장연은 ""인수위의 면담에서 '출근길 지하철탑니다' 투쟁을 멈출 것을 요청받았다"
91,"이 대표는 이날 오전 자신의 페이스북에 ""뭐에 대해 사과하라는 건지 명시적으로 요구하라""며 이같이 적었다"
92,"박경석 전장연 대표는 이날 삭발식에서 “장애인의 날인 4월 20일까지 이 자리에서 한 명씩 삭발을 하면서 국민들에게 우리의 요구를 다시 알리고, 인수위에 답변을 촉구할 예정”이라고 밝혔다"
93,연합뉴스           서울교통공사 직원이 전국장애인차별철폐연대(전장연) 지하철 시위에 대해 작성한 ‘사회적 약자와의 여론전 맞서기’란 제목의 내부 문건이 공개돼 논란이 일고 있습니다약자는 무조건 선하고 강자는 무조건 악하다는 언더도그마(Underdogma) 때문에 이성보다 감성이 중시되며 원칙과 절차가 유명무실해졌다고 했습니다장애인의 권리 보장을 호소하고 비장애인의 저조한 공감 능력을 비판하는 목소리가 있습니다
94,"이준석 대표 사과 요구엔 ""당에서 답할 내용""[이데일리 장병호 기자] 대통령직 인수위원회가 출근길 지하철 타기 시위를 진행해온 전국장애인차별철폐연대(전장연)의 요구 사항을 검토하기로 했다"
95,뉴스1    국민의힘 이준석 대표가 출근길 지하철 승하차 시위를 벌이는 전국장애인차별철폐연대(전장연)를 연일 비난해 논란이 확산하고 있다장애인 딸을 키우는 나경원 전 국민의힘 의원은 이 대표를 “미성숙하다”고 비판했다
96,"다만 조 의원은 “비난의 화살을 장애인들에게 돌리기에 앞서 과연 우리 사회가 장애인 보행 약자들이 함께 살아가기에 어떤 환경인지 정확히 진단하고, 장애인들의 입장을 잘 살펴볼 필요가 있다”고 지적했다"
97,ⓒ 공동취재사진   이동권 보장 및 권리예산 반영 등을 요구하는 전국장애인차별철폐연대(전장연)의 출근길 시위를 연일 비판 중인 이준석 국민의힘 대표에 대한 비판이 당 공식 회의석상에서도 나왔다장애인 딸을 둔 나경원 전 의원도 전날(28일) 본인 페이스북을 통해 전장연 시위에 대한 이 대표의 비판에 동의하기 어렵다는 입장을 밝혔다
98,"트위터 이용자 A씨는 ""500원이든 1000원이든 좋으니 여러분도 서교공의 트윗마다 전장연 후원 캡처를 첨부해 지지와 연대를 표시해주면 감사하겠다""며 ""끝까지 함께 투쟁하자""고 했다"
99,"박지현 민주당 비상대책위원장은 ""장애인 단체가 이동권 보장을 비롯한 권리 확대를 요구하는 건 헌법적 권리를 실현하기 위한 것""이라고 맞섰다이 대표는 28일 오전 국회에서 열린 최고위원회의에서 전국장애인차별철폐연대(이하 전장연)의 지하철 시위에 대해 “해당 단체의 요구사항은 이미 이동권 문제가 아니라 장애인평생교육시설 운영 예산과 탈시설 예산을 요구하는 것으로 바뀌었다”고 말했다"
100,뉴스1장애인 단체인 전국장애인차별철폐연대가 장애인 이동권 확대 등을 위한  예산 확대를 요구하며 지하철 승하차 시위를 벌이고 있다
101,"간호·간병통합서비스를 현재의 병동 참여가 아니라 기관 전체 참여를 기준으로 하고, 간호인력 확보가 가능한 병원부터 우선 확대하겠다이재명 “지난해 12월15일 장애인 단체와의 간담회에서 이동권 관련 법안의 조속한 통과를 논의했고, 간담회 이후 국회에서 해당 법안(교통약자의 이동편의증진법 개정안)이 조속히 심사되어 12월 31일자로 본회의 통과한 바 있다장애인 콜택시 서비스를 현재 중증장애인 150명당 1대를 100명당 1대로 확대하겠다중증장애인 콜택시 서비스를 민간 대형택시로 확대 운용하고, 대형택시의 장애인용 택시 편의설비 지원과 장애인 이용자 응대교육 등 장애인식개선 교육을 강화하겠다이재명 “발달장애인의 특성에 맞게 장애인 활동지원제도의 개선이 필요하다발달장애인을 포함해 모든 중증장애인과 장애인 가족이 존엄하게 살아갈 수 있도록 하루 24시간 활동지원서비스를 보장하겠다개인예산제를 돌봄 서비스 영역에 우선 도입하여, 이용자가 필요한 서비스를 선택적으로 이용할 수 있도록 하고 단계적으로 서비스 범위를 확대하겠다센터 확대가 장애인 고용 확대로 이어질 수 있도록 하겠다"
102,"서울은 전동휠체어 탑승이 가능한 저상버스 도입률이 그나마 57저상버스 도입 의무화와 함께 장애인 콜택시 같은 특별교통수단의 시외 운행에 필요한 예산 근거를 담은 교통약자의 이동편의 증진법 개정안이 지난해 말 국회를 통과했는데, 원안에 의무조항(‘해야 한다’)으로 돼 있던 예산 지원을 임의조항(‘할 수 있다’)으로 바꿔 문제가 됐다☞추경진, 신경숙의 정책 요구: 저상버스 의무화, 장애인 콜택시 확충 및 전국 통합운영, 특별교통수단 운영비 예산 보장"
103,"지하철에서 휠체어 추락 사고가 생길 때마다 장애인들은 이동권 투쟁을 벌여야 했다2월22일 경기장애인차별철폐연대 회원들이 지하철 1호선에서 장애인 이동권 보장을 요구했다여기에다 탈시설 예산(6224억원)까지 합하면 무리한 요구일까?한국의 미미한 장애인 복지지출 비중국회예산정책처가 정리한 통계에 따르면, 경제협력개발기구(OECD) 회원국의 국내총생산(GDP) 대비 공공사회복지지출 비율은 평균 20복건복지부 담당인 장애인 활동지원과 탈시설에 필요한 예산은 3조2185억원으로 보건복지부 예산의 32월23일 전장연은 출근길 지하철 시위를 중단한다고 발표했다전장연 측은 다른 후보들에게 ‘장애인 권리 예산’ 약속을 요구하며 3월3일 출근길 지하철 시위와 선전전을 재개했다"
104,
105,8%인 저상버스 도입률을 2025년까지 100%로 끌어올릴 계획이다
106,"그런데 이러한 문제점을 해결할 수 있는 로봇을 개발하고 있습니다그리고 웨어러블 로봇은 비단 교통약자만이 아니라 여러 산업에 활용할 수 있습니다웨어러블 로봇은 재활, 교통약자의 이동수단, 제조업, 국방, 건설 등 다방면에서 활용할 수 있습니다때문에 로봇 제조사뿐만 아니라 군수품 제조사, 모빌리티 기업 등 여러 글로벌 기업이 시장 진출을 위해 투자하고 있습니다2012년 설립해 프랑스 파리에 본사를 두고 있는 웨어러블 로봇 제조사 ‘Wandercraft’가 있습니다Wandercraft는 수 년 간 외골격 로봇을 개발해 2017년 보행 보조 로봇의 초기모델 개발에 성공했습니다미세 움직임 조정과 운동 프로그램을 입력한 솔루션을 활용해 단순한 움직임뿐만 아니라 치료 목적으로 활용할 수 있습니다기존 아탈란테는 약 50kg에 달하는 무게로 병원에서만 사용할 수 있었지만, Wandercraft는 이번 투자 유치를 통해 아탈란테를 더 가볍게 만들고, 성능을 높여 가정용, 야외용 등 활용 범위를 확대한 웨어러블 로봇을 선보일 계획이라고 밝혔습니다이와 함께 인간 한계 극복을 위한 여러 종류의 웨어러블 로봇을 함께 개발 중이라고 전했습니다"
107,"""대화와 타협의 민주주의…공감의 정치 필요해""""이해관계보다 대의를 지킨 정치인 노무현, 많이 그립다""""부천, 어디에 살든 반경 2㎞ 내 지하철역 있는 도시로""""소외되는 것 없이 모두 녹여 화합…용광로같은 정치 꿈꿔""""역사적으로 강자는 늘 제도가 어떻게 바뀌든 그것을 잘 활용하고 더 많은 것을 가져왔지만 약자들은 그렇지 못했습니다""대화와 타협의 민주주의…공감의 정치 하고파""장 시장은 자신의 정치적 신념을 펼치는 건 민주주의의 틀 안에서 이뤄져야 한다고 말했다'차가운 눈'이 소복이 쌓여 있으면 오히려 차갑다는 느낌보다 '포근하다'는 느낌이 강해지는 사람의 감정처럼 민주주의도 그런 '속성을 뛰어넘어 새로운 것을 만들어 내는 과정'이라는 것이다그는 ""차가운 논쟁이 오가지만 대화와 타협을 통해 상대방을 이해하고 소통하는 데에 민주주의의 본질이 있다""며 ""정치도 차가운 눈이 차곡차곡 쌓여 포근함을 전해주듯 소통과 공감으로 국민들을 위한 무언가를 만들어야 한다""고 말했다""이해관계보다 대의를 지킨 정치인 노무현, 많이 그립다""2018년 '사람사는 세상 노무현재단'의 법률자문 변호사를 지내다 부천시장 선거에서 당선된 장 시장에게 고 노무현 대통령은 정치적 롤모델이다장 시장은 노 전 대통령을 '자신의 이해관계보다 대의를 중시하는 정치인'이라고 회상했다그는 노 전 대통령이 3당합당(1990년 집권 여당인 민주정의당과 야당인 통일민주당, 신민주공화당이 합당한 사건, 군부독재 이후 대통령에 오른 당시 노태우 대통령이 여소야대 상황을 타개하기 위해 제안한 것으로 정치적으로 진보세력이 나눠지는 결과를 낳았다)에 반대해 동참하지 않았던 모습과 지역주의를 타파하겠다며 서울 지역구를 포기하고 부산에서 연이어 출마해 낙선하는 모습에 '바보 노무현'이라는 별명이 만들어진 과정을 언급하며 ""선출직들이 유념해야 할 모습""이라고 말했다장 시장은 ""정치인 노무현처럼 대의를 중시하는 정치인들이 과거 민주화 때뿐만 아니라 지금 정치판에도 필요하다""며 ""그래서 요즘 더 그가 그립고 그처럼 살고 싶다""고 말했다부천시청 제공장 시장은 앞으로 부천시를 영상문화사업단지를 중심으로 소외되는 지역없는 발전을 꾀할 계획이다그는 ""교통 소외지역으로 분류됐던 북부권역에 새로운 철도노선이 들어서면 부천은 어느 곳에 살 듯 반경 2킬로미터 내 전철역이 있는 도시로 성장한다""며 ""철도가 발달하면 차량이 줄 수 있고 이는 곧 산업과 환경에도 긍정적 영향을 미칠 것""이라고 말했다그는 ""시민들의 목소리를 많이 듣고 공감을 이끌어 내 새로운 정책을 만들고 싶다""며 ""무엇보다 소외되는 사람없이 모두를 끌어안는 포용하는 정치를 꿈꾼다""고 말했다또 그는 ""부천시가 앞으로 추진할 새로운 것들도 과거의 것들을 잘 녹여 만들어야 한다고 생각한다""며 ""용광로처럼 많은 것들을 녹여내 새로운 모습으로 혁신하고 발전하는 모습을 보이도록 노력하겠다""고 덧붙였다또 부천시가 앞으로 추진할 새로운 것들도 과거의 것들을 잘 녹여 만들어야 한다고 생각한다용광로처럼 많은 것들을 녹여내 새로운 모습으로 혁신하고 발전하는 모습을 보일 수 있도록 노력하겠다무엇보다 그동안 교통 소외지역으로 분류됐던 북부권역에 새로운 철도노선이 들어선다큰 주제는 4개지만 이 모두를 관통하는 중심은 앞서 말한 '평등은 약자 편'이라는 내 정치적 신념이다"
108,
109,"”―노인과 장애인, 환자와 보호자들은 병원이나 시설이 아니라 ‘살던 곳’에서 받을 수 있는 통합돌봄서비스를 원하고 있다‘권익법률지원 서비스’ 체계를 구축해 법적 지원을 받을 수 있도록 하겠다장애인 이동권에 대한 대책은?이재명 “도시 공간과 시설, 교통, 제품과 공공행정서비스, 안전 분야까지 포괄적으로 장애와 상관없이 모든 사람이 이용할 수 있도록 설계하는 ‘유니버설 디자인’을 공약했다”안철수 “장애인 콜택시와 저상버스 확대는 물론이고, 장애인 활동지원서비스 예산을 확보해 교통 바우처를 제공하겠다이재명 “발달장애인 특성에 맞게 장애인 활동지원제도 개선이 필요하다”심상정 “발달장애인을 포함해 모든 중증장애인과 장애인 가족이 존엄하게 살아갈 수 있도록 하루 24시간 활동지원서비스를 보장하겠다”안철수 “17개 시도에 장애인 주야간보호센터 및 복지관 등 24시간 돌봄체계 운영을 지원하겠다”윤석열 “주야간보호시설 및 단기보호서비스를 추가 운영할 수 있도록 인적·물적 자원 확보하겠다”심상정 “모든 중증장애인과 가족이 존엄하게 살아갈 수 있도록 하루 24시간 활동지원서비스를 보장하겠다"
110,"소감 밝히는 윤석열 당선인(서울=연합뉴스) 윤석열 제20대 대통령 당선인이 10일 새벽 서울 여의도 국회도서관에 마련된 '국민의힘 제 20대 대통령선거 개표상황실'에서 당선 소감을 밝히고 있다윤 당선인은 난임치료부터 산후조리, 자녀 출생부터 초등 돌봄까지 국가에서 지원하고, 생계급여를 확대하는 등 취약계층 지원을 강화하는 정책을 추진할 계획이다과도한 의료비로 인한 국민의 고통을 줄일 수 있도록 재난적의료비 지원을 확대하고, 아플 때 쉴 수 있는 상병수당도 조속히 도입할 계획이다kr  생계급여 확대하고 복지 사각지대 없앤다…'연금개혁' 추진    윤 당선인은 근로장려세제(EITC) 요건을 완화하고 지원 금액을 최대 20% 확대해 열심히 일하는 저소득층을 지원하겠다고 공약했다"
111,
112,"지난 2001년 오이도역 리프트 추락 사망 사건 이후 장애인 이동권 보장을 약속해왔지만 21년 동안 이를 온전히 지키지 않은 정부의 책임이 큰데, 정부는 시민들 사이의 갈등에 손 놓고 있는 모양새다정부와 정치권은 장애인 이동권 보장을 우선순위에 두고 정책을 펼 의지를 가져야 한다”고 말했다"
113,"-최근 지하철 이동권 시위 ""현장은 거친 항의로 '욕의 무덤'이지만…사회적 배제 없었으면""-""시외 간 이동, 며칠 전 예약해야…비장애인에게 이런 시스템이 준다면 나라 발칵 뒤집혔을 것""-""이동할 권리, 교육받을 권리…기재부, 법에 명시된 '권리 예산' 보장하지 않아""-""현재 서울시 역사에 엘리베이터 90%대…박수는 치지만 '리프트 사고'는 사과해야'""-""엘리베이터·저상버스, 장애인만 위한 것 아냐…대통령 선거에 이야깃거리도 안 돼""-""많이 좋아졌다?◎범기영 이렇게 뵈니까 좀 느낌이 다릅니다▼박경석 이게 농담이지만 대한민국 사회가 과연 장애인의 차별, 권리를 보장했는지 아니면 장애인을 철폐하려고 했는지에 대한 저희의 심각한 질문이 또 있습니다▼박경석 교사 활동하면서 이렇게 활동하게 됐습니다홍남기 기획재정부 장관  집 인근 시위""장애인 이동권 관련 예산 늘려 달라""&lt;녹취&gt; 이형숙 / 서울시 장애인자립생활센터 협의회장 (지난달 20일)저희도 당당하게 비장애인들처럼 지하철도 타고 싶습니다!◎범기영 왜 이렇게 할 수밖에 없습니까?▼박경석 가장 핵심적인 것은 권리로 이제 법률적으로 명시됐음에도 불구하고 그 권리를 권리답게 보장하지 않은 사회적 책임, 특히 기획재정부가 법에 명시된 권리를 예산으로 보장하지 않고 있어서 저희가 기획재정부에게 권리 예산을 보장하십시오, 라고 계속 외치는데 지속적으로 묵묵부답이다, 라는 것이고 이것을 책임져야 된다그래서 기획재정부는 지속적으로 묵묵부답을 하고 있고 이런 설에도 기획재정부 장관님 집 앞에서 장애인 권리 예산, 더 이상 시민들하고 이렇게 부딪치지 않게 예산을 보장하자고 차례상을 준비했습니다그런데 지금 90 몇 프로, 그러니까 90 몇 프로니까 얼마나 잘했습니까, 라고 이렇게 이야기하는데, 저희도 박수 쳐줍니다▼박경석 3,000만 원에다가 거기다가 또 계산을 잘하셨는지 3,000만 100원을 저희가 이렇게 손배소 당해가지고 지금 다투고 있습니다◎범기영 저는 비장애인이고 특별히 불편하지 않기 때문에 사실 지하철 타면서도 엘리베이터 거의 이용 안 했죠◎범기영 알겠습니다◎범기영 그때 선로에 처음"
114,/이준헌 기자서울시가 장애인 등 교통약자의 이동 편의를 높이기 위해 2025년까지 지하철 모든 역사에 ‘1동선 엘리베이터’를 설치하겠다는 내용의 대중교통 개선 대책을 발표했다서울시는 2015년 ‘장애인 이동권 증진을 위한 서울시 선언’을 발표하며 2022년까지 서울 지하철 역사에 1동선 엘리베이터를 100% 설치하겠다고 밝힌 바 있다
115,그러나 장애인들이 온갖 비난을 무릅쓰면서 지하철 시위를 이어가는 사정은 제대로 알려지지 않고 있다지하철 엘리베이터 설치 등 장애인 관련 사업 대부분이 비슷한 처지다
116,"박근혜 정부가 출범한 18대 대선에선 ‘기초 노인연금 20만원’ 공약이 판을 뒤흔들었고, 탄핵 국면에서 치러진 19대 대선에서도 모든 후보가 ‘부양의무자 기준 폐지’를 내세웠다안철수 국민의당 후보는 ‘부양의무자 기준 완전 폐지’를 들고나왔다안 후보는 “생계급여·의료급여 부양의무자 기준이 완전히 폐지되면 150만명 정도가 혜택을 볼 수 있다”고 밝혔다이 후보는 ‘어르신 요양 돌봄 국가책임제’를 공약했다윤 후보는 ‘요양·간병 걱정 없는 나라’를 공약했다심 후보는 병원비 연간 100만원 상한제를 통해 간병 가족의 부담을 덜고, 노인복지청을 신설해 노인들의 일자리·소득·건강·주거 등을 정부가 책임지겠다고 약속했다이재명 후보는 5대 돌봄 국가책임제를 공약하며 장애인에 대한 유형·정도별 맞춤 서비스를 제공하고 가족·시설로부터 독립을 지원하겠다고 밝혔다윤석열 후보는 “장애인도 이동·일자리 장벽 없이 활약할 수 있도록 하겠다”며 5대 공약을 발표했다안철수 후보는 “2017년 경제협력개발기구(OECD) 국가들의 평균 장애인 복지 지출 비중이 국내총생산(GDP) 대비 16%로 평균의 3분의 1 수준”이라며 장애인 복지 예산 확대를 약속했다"
117,"2022&gt;   지하철 타기 시위를 제대로 알아보기 위해서는 주체인 '전국장애인차별철폐연대(전장연)'에 대해 먼저 알아볼 필요가 있습니다지하철 타기 시위의 시작…""우리는 다급했다""  이 대표는 작년(2021년)은 오이도역 장애인 리프트 추락 참사 사건이 일어난지 20년이 되던 해였다며 말문을 열었습니다“ 하지만 시간이 지난 지금도 여전히 한국 대중교통에서 장애인을 볼 수 없었다는 말이 들린다고 했습니다"
118,그동안 전장연은 총 29차례 지하철 시위를 벌였다
119,휠체어를 탄 사람들이 경찰과 승객 한가운데서 피켓을 들고 있습니다[이형숙/서울시장애인자립생활센터협의회장 : (댁 근처에 다른 지하철역도 있는데요?) (이렇게 가야) 엘리베이터 설치나 그런 게 잘되어 있어서요[이형숙/서울시장애인자립생활센터협의회장 : 다들 불편해하기 때문에 오히려 저도 그런 눈총을 받고 싶지 않아서 두 번 정도까지는 그냥 보내요]그렇게 충무로역에 도착했습니다
120,시내버스의 경우 저상버스를 오는 2025년까지 100% 도입한다
121,전장연은 이날 오후 서울시청역 지하철 1호선과 과 경기도 수원역 1호선 등에서 장애인 이동권 보장을 요구하는 시위를 진행했다
122,"장애인들은 지난해 추석에도 고속버스 터미널에서 시위를 벌였고 12월에는 지하철에서 산발적 시위를 벌였어요출근길 비장애인 시민들에게 불편을 준다는 불평에도 장애인들이 나설 수밖에 없는 이유를 설 귀향 시즌을 앞두고 [데이:트]가 숫자로 들여다보려 합니다버스와 마찬가지로 휠체어 리프트를 이용해야 하는 김씨는 비장애인 승객보다 30분~1시간 전에 도착해야 합니다납득되는 부분도 있지만 출발시간 한참 전에 오는 게 '의무'가 된 휠체어 장애인들은 차별로 느낄 수 있습니다미국도 대형운수회사는 2012년까지 고속버스 100%에 휠체어 탑승 설비를 의무 설치하도록 2000년에 법을 개정했어요장애인들은 오늘도, 내일도 외출을 포기하는데 법은 이들에게 기다리라고만 합니다"
123,심상정 정의당 대선 후보가 21일 열린 중앙선거방송토론위원회 주관 대선 후보 1차 토론회에서 마지막 1분 발언으로 전국장애인차별철폐연대의 출근길 지하철 선전전을 언급하고 있다3/뉴스1심 후보는 1분 발언에 이어 23일 오전 7시 30분 지하철 4호선 회현 방향 플랫폼에서 진행되는 전장연 선전전에 참석할 것으로 알려졌다
124,"2021년 9월17일 국회의사당 앞에서 전장연 활동가들이 ‘버스 대폐차시 저상버스 도입 의무화’ 시위를 진행했다오늘 우리가 보는 지하철 승강기와 장애인 콜택시, 저상버스 등은 이들이 끈덕지게 싸워 얻어낸 결과다2002년 9월 서울 시청역 지하철 선로에 장애인 활동가들이 내려갔다2020년 10월 서울 혜화역 일대에서 장애인 노동자들이 저상버스 인식개선 캠페인을 벌이고 있다"
125,"심상정 정의당 후보는 21일 대선 후보 TV 토론회에서 마무리 발언 1분을 지하철 시위 중인 장애인들을 위해 사용했다심 후보는 “지하철로 출근하는 시민들이 많은 불편함을 호소하지만, 책임은 시위하는 장애인에 있는 게 아니라 세계 10위 선진국임에도 장애인 이동권조차 보장 못 하는 정치권에 있다”고 했다"
126,“시외‧고속‧광역버스에 저상버스 및 리프트 설치”        윤석열 국민의힘 대선 후보는 10일 장애인 등 교통약자를 위한 저상버스‧리프트 설치 버스 도입 확대와 법인차량 번호판 구분 공약을 유튜브에 올린 ‘59초 쇼츠 영상’으로 발표했다
127,이들 단체는 지난해 12월부터 장애인 이동권 쟁취를 위한  '출근길 지하철 선전전'을 벌이고 있습니다출근길 선전전이 집중됐던 지난해 12월 한 달간 중앙일간지 9곳이 보도한 장애인 이동권 관련 기사는 모두 합쳐 12건사회적 약자에 대한 보도가 이렇게 이벤트성으로만 다뤄질 경우 자칫 사회적 갈등을 유발할 수 있다는 지적이 나옵니다16일(일) 저녁 8시 10분 KBS1TV에서 방송되는 &lt;질문하는 기자들 Q&gt; 36회에서는 소수자 인권에 무관심한 언론의 실태를 살펴보고 그 대안 중 하나로 주목받고 있는 뉴스룸 내 다양성 확보 시도에 대해 이야기합니다&lt;질문하는 기자들 Q&gt; 는 KBS 홈페이지와 유튜브 계정에서 다시 볼 수 있습니다
128,"장애인 추경진씨 동행기비장애인보다 20분 더 걸리는 퇴근길…연신 ""죄송합니다"" ""지나갈게요""지하철과 역 사이 간격 넓어 항상 긴장추씨는 ""비장애인일 땐 생각지도 못한 것들이 불편함으로 다가왔다""며 ""저상버스 등 다른 이동수단이 마련돼 있지만 사람이 많이 탔을 경우 버스를 계속 보내야 해 추운 겨울엔 기다리기 어렵다""고 말했다"
129,최근 서울 지하철 5호선 광화문역에서 전국장애인차별철폐연대 관계자들이 열차에 탑승해 장애인 이동권 보장을 촉구하는 시위를 하고 있다전장연은 대선 후보들의 장애인 이동권 예산에 대한 약속이 있을 때까지 시위를 이어가겠다는 방침인 가운데 전문가들은 “정치권의 무관심이 문제”라고 지적했다
130,"윤석열 국민의힘 대선 후보가 19일 오후 경기도 용인시 처인구 삼성화재 안내견학교를 방문해 장애인 관련 정책공약 발표에 앞서 시각장애인 안내견 체험을 하고 있다윤 후보는 생활밀착형 공약을 소개하는 ‘59초 쇼츠’ 영상을 통해서는 산후 우울증 진료 지원을 확대하고, 등·하원 도우미 비용에 대한 소득공제를 추진하겠다고 밝혔다"
131,진우씨는 생면부지의 남성이 자신을 폭행하려 했던 이유에 대해 최근 자신이 장애인 단체의 출근길 이동권 시위에 동참했기 때문이라고 생각했다전장연은 지난해 연말부터 출근 시간대 지하철 역사에서 단체 시위를 계속해 오고 있다'왜 국회나 청와대 앞에 가서 시위를 하지 굳이 지하철에서 하나'는 시민들의 반응에 진우씨를 포함해 다수의 장애인 단체 활동가들은 같은 답을 한다다만 전장연은 시민들의 불편 등을 고려해 17일부터는 적극적으로 열차를 지연시키지 않고 단순히 열차에 승하차하는 방식의 시위를 진행하고 있다한편 17일 퇴근길에 오른 진우씨는 집으로 향하는 4호선 상행선 열차를 그냥 보내야 했다
132,"개인적 경험을 바탕으로 지하철 이동권 문제에 공감하게 됐다며, 함께 장애인 시위를 지지해달라는 내용이었는데요ⓒ 블라인드 갈무리   ""장애인 지하철 시위 왜 하는지 모르겠지만""""장애인 이동권 투쟁은 2001년 오이도역 지하철 리프트 사망사고* 후 가열차게 시작되었습니다"
133,"전국장애인차별철폐연대 활동가들이 지난 8일 오전 서울 지하철 3호선 충무로역 승강장에서 장애인권리예산 약속을 요구하며 지하철타기 출근길 선전전을 벌이고 있다지난해 12월6일부터 ‘지하철 출근길 선전전’을 벌이고 있다대선 주자 2차 티브이(TV)토론회가 열린 지난 11일 오후 5시, 휠체어 대여섯대가 4호선 혜화역에서 줄줄이 지하철에 올랐다어떤 사람의 목소리는 죽어야 들린다약속이 유예되는 동안 2001년부터 2017년까지 장애인 5명이 지하철 리프트 추락사로 숨졌다"
134,"원 본부장이 ""좋은 방법 없느냐""고 하자, 이 대표는 ""법인차량 번호판을 일반차량과 다르게 넣는게 어떠냐""고 답했다"
135,23 정의당 제공장애인 이동권 예산 확보를 위해 출근길 시위를 이어 오던 장애인 단체가 23일 시위 중단을 선언했다
136,국민의힘 윤석열 대선후보가 10일 유튜브를 통해 법인차량 번호판 구분과 교통약자를 위한 저상버스·리프트버스 설치 확대 공약을 잇달아 발표했다
137,(사진=전장연)전국장애인차별철폐연대(전장연)는 3일 오후 2시 서울 지하철 5호선 광화문역 승강장 앞에서 ‘기획재정부 장애인권리예산 반영 촉구에 대한 입장발표 기자회견’을 열고 “교통약자법이 개정됐지만 2023년부터 시행한다”며 “장애인의 ‘이동권 보장’ 등을 위해 기획재정부가 책임 있게 예산을 반영하라”고 촉구했다
138,"전국장애인차별철폐연대 관계자들이 20일 서울 지하철 5호선 광화문역에서 이동권 보장 촉구 시위를 벌이고 있다서울교통공사 등에 따르면 이날 오전 7시10분쯤부터 전국장애인차별철폐연대(전장연)가 서울 지하철 5호선 왕십리역, 여의도역 등에서 시위를 시작했다전국장애인차별철폐연대 관계자들이 20일 서울 지하철 5호선 광화문역에서 장애인 이동권 보장을 촉구하는 시위를 하고 있다"
139,"[민언련 신문방송 모니터 보고서] 시민불편 걱정된다면, '장애인 이동권'부터 관심 가져야전국장애인차별철폐연대 회원들이 12월 20일, 15년째 제자리걸음인 저상버스 보급률 문제 등을 지적하며 '지하철타기 선전전'을 벌였습니다▲  전국장애인차별철폐연대의 ‘교통약자법’ 개정 요구 시위 관련 신문 지면, 방송사 저녁종합뉴스 보도량(2021/12/03~12/20, 사진기사 제외)            ⓒ 민주언론시민연합   12월 22일 국토교통위원회 교통법안심사소위원회를 앞두고 수차례 열린 이동권 보장을 요구하는 시위 보도량을 확인한 결과, &lt;경향신문&gt;&lt;동아일보&gt;&lt;조선일보&gt;&lt;매일경제&gt;&lt;한국경제&gt;는 지면 기사를 싣지 않았습니다TV조선 ""포커스/시위 20년…'이동권 보장'은 여전히 '미흡'""(12월 20일 박소영 기자)은 ""2022년까지 서울시내 모든 지하철역에 엘리베이터를 설치하겠다는 서울시의 약속과 달리 내년 예산안에도 반영되지 않""았고, ""서울의 장애인 콜택시는 모두 619대인데, 이용자 수가 3만 7천명인 것과 비교하면 부족""하다며 20년 째 시위를 할 수밖에 없는 이유에 주목했고, MBC ""휠체어로 막아선 지하철…왜 월요일 출근길에""(12월 20일 김건휘 기자) 역시 ""20년 넘도록 약속은 지켜지지 않았고, 그 사이 2017년 신길역에서 리프트를 타려던 장애인이 또 추락해 숨졌다""며 해결해야 하는 문제가 무엇인지 구체적으로 짚었습니다* 모니터 기간과 대상 : 2021년 12월 3~20일 경향신문, 동아일보, 조선일보, 중앙일보, 한겨레, 한국일보, 매일경제, 한국경제 지면보도, KBS &lt;뉴스9&gt;, MBC &lt;뉴스데스크&gt;, SBS &lt;8뉴스&gt;, JTBC &lt;뉴스룸&gt;(1,2부), TV조선 &lt;뉴스9&gt;(평일)/&lt;뉴스7&gt;(주말), 채널A &lt;뉴스A&gt;, MBN &lt;종합뉴스&gt;, 12월 20일 포털사이트 네이버에 '장애인 시위'를 검색해서 나온 기사 모두덧붙이는 글 | 이 기사는 민주언론시민연합 홈페이지(www"
140,"서울시는 오는 2024년까지 모든 지하철 역사에 '1역사 1동선'을 설치하겠다는 목표를 내놨지만, 서울교통공사 적자가 1조원대인데다 매년 관련 예산 확보에 어려움을 겪고 있어 이를 지킬 수 있을지는 미지수다앞서 서울시는 2015년 '장애인 이동권 증진을 위한 서울시 선언'을 발표하며 2022년까지 서울 지하철 역사에 엘리베이터를 100% 설치하겠다고 공언했지만 예산문제 등을 이유로 마무리하지 못했다"
141,출근길 선전전이 집중됐던 지난해 12월 한 달간 중앙일간지 9곳이 보도한 장애인 이동권 관련 기사는 모두 합쳐 12건이었습니다&lt;질문하는 기자들 Q&gt; 는 KBS 홈페이지와 유튜브 계정에서 다시 볼 수 있습니다
