,기사요약
313,
314,"오는 9일부터 주문진읍, 강동면 등 확대 운영마실버스와 간선버스 원활한 환승 환경 조성[강원영동CBS 전영래 기자]이에 따라 시내 간선버스 노선을 확대해 성산면과 왕산면의 경우 안목~성산을 운행하는 504, 504-1노선을 20~25분 간격으로 1일 왕복 34회 운행하기로 했다"
315,"20전투비행단 주민상대 의료봉사[20전투비행단 제공=연합뉴스](서산=연합뉴스) 공군 제20전투비행단은 23일 충남 서산시 고북면 남정2리 마을회관에서 남정1·2리, 신정1리 마을 주민을 대상으로 새해 첫 봉사활동을 했다작년에 열린 태안 사회적경제기업 직거래장터[태안군 제공=연합뉴스](태안=연합뉴스) 충남 태안군은 설(2월 16일)을 앞두고 지역 사회적경제기업 제품의 판매와 유통망 확보를 위해 25일 군청 1층 로비에서 직거래장터를 운영한다지난해 찾아가는 배움교실 운영 모습[보령시 제공=연합뉴스](보령=연합뉴스) 충남 보령시는 배움의 기회를 놓친 비문해·저학력 성인에게 한글교육 등을 할 강사를 모집한다"
316,서울시가 버스 정류소의 노후한 버스정보안내 단말기(BIT·Bus Information Terminal)를 교체한다기존 단말기는 노선별로 나열하는 식이었으나 새로운 단말기(사진)는 곧 도착하는 버스 순서대로 도착 정보를 알려준다서울 시내버스 정류소 버스정보안내 단말기 보급률은 2019년 79%에서 84
317,"[서울=뉴시스] 개선된 버스정보안내단말기 이미지서울시는 디자인과 성능을 업그레이드한 신형 '버스정보안내단말기'(독립형 BIT)를 개발하고 연말까지 노후 단말기 200대를 신형으로 교체한다고 3일 밝혔다시는 연말까지 알뜰형(140대)과 미니형(200대) 340대를 신규로 설치해 서울 전역의 버스정보안내단말기(BIT)를 총 5270대까지 확대한다특히 올해 새롭게 도입하는 미니형은 폐 휴대폰 업사이클링을 통해 만들어졌다황보연 서울시 도시교통실장은 ""2007년 도입한 버스정보안내단말기 노후화에 따라 디자인과 성능을 업그레이드한 신형 단말기를 개발·제작하게 됐다""며 ""태양광 발전형, 저소비전력형 같은 친환경 BIT 기술을 지속적으로 개발하겠다""고 말했다"
318,장애인상담네트워크에 따르면 지난해 3월께 장애인 이민호(35)씨는 대구시립미술관에서 운영하는 순환버스를 이용하려 했지만 휠체어 승강시설이 구비돼 있지 않아 불편을 겪었다이에 장애인네트워크는 지난해 4월15일 대구시립미술관의 저상버스 도입을 요구하는 내용의 진정서를 국가인권위원회에 접수했다
319,"장애등급제·부양의무제폐지를 촉구하며 서울 광화문 지하보도에서 농성을 벌여왔던 장애인들이 지난해 9월5일 5년간의 투쟁을 끝내며 활짝 웃고 있다19%에 불과한 저상버스 보급률은 2021년까지 42%로 늘리고, 휠체어 탑승을 할 수 있는 고속·시외버스도 도입한다정부는 장애등급제를 없애기 위해 내년 7월부터 ‘종합욕구조사’를 하기로 했다장애인 통합문화이용권 지원액은 7만원에서 10만원으로 늘리고 장애인들이 불편 없이 이용할 수 있는 ‘열린 관광지’도 100개소로 확대한다"
320,"내년에 30대를 우선 도입, 운영하면서 2021년까지 1000대까지 늘릴 계획이다이밖에 교통약자 보호구역을 826곳으로 확대한다인천지하철 1·2호선 4개 역사에 엘리베이터나 에스컬레이터도 추가로 설치된다com[한경닷컴 바로가기] [글방] [모바일한경 구독신청] ⓒ 한국경제 &amp; hankyung"
321,"출근길 밉상된 전장연 박경석 대표“입장 바꿔놓고 생각하면 바쁜데 얼마나 화가 날까 죄송해  그 분노를 이런 상황 방치한 정부 향해 모아줄 수 있다면”“여론 나쁘니 그만두라?…권리가 누군가의 동의로 허락되나  왜 장애인은 권리를 비장애인 이해·공감으로 얻어야 하나요”24살에 해병대 전역한 혈기왕성했던 청년, 사고로 하반신 마비무시했던 장애인의 삶 혹독… 5년간 집에 틀어박혀 죽음 생각도복지사 자격 땄지만 나이·장애 이유, 장애관련 기관 외면에 분노야학으로 장애인 돕기 시작…오이도 리프트 사건 계기 행동나서드라마 ‘이상한 변호사 우영우’를 본 사람이면 주인공 우영우를 보며 미소 짓지 않을 수 없었을 것이다바로 지하철 출근길 시위를 이어오고 있는 전국장애인차별철폐연대 박경석 대표다박경석 전국장애인차별철폐연대 대표    올해 62세의 그는 수십 년째 장애인 인권운동가로 활동하고 있다저희가 함께 지하철을 타면서 지하철이 늦어지고, 이 때문에 시민들에게 많은 불편함을 끼쳐 마음이 무겁고 미안합니다“그런데도 저희가 이렇게 하는 이유는 2001년 오이도역에서 장애인이 리프트를 타다가 떨어져 사망한 이후 21년 동안 장애인의 이동할 권리를 보장해달라고 외쳐왔고, 2005년에 교통약자법이 제정된 후 15년간 한 번도 국가가 스스로 세운 계획을 제대로 이행하지 않았기 때문입니다저상버스 등 교통약자가 안전하고 편리하게 이동할 수 있도록 교통수단을 확보하라는 법이지만, 강제성이 약해 15년 넘게 제대로 시행되지 못했다지난 1월18일 공포된 개정안에 따라 저상버스 도입 의무화는 2023년 1월19일부터, 특별교통수단 관련 개정안은 2023년 7월19일부터 시행할 예정이다장애인 관련 지원은 국가가 강제해도 지켜지지 않는다는 걸 경험한 저희가 이것만 믿고 기다릴 수는 없었죠”   교통약자법 개정안은 특별교통수단 운영비에 대한 기재부 예산반영이 의무가 아니라 임의조항으로 바뀌는 등 원안에 비해 후퇴했다그동안 특별교통수단 예산이 지자체 권한으로만 편성되면서 지역 간 이동권 격차가 크게 벌어졌다는 점을 고려할 때, 중앙정부의 이동지원센터 운영비 지원이 필수적이라고 전장연은 강조한다“장애인 이동권 보장이라는 구호를 외친지 20년이 넘게 흘렀지만, 아직도 장애인들은 이동하지 못하고 있습니다서울 패럴림픽은 올림픽 역사에 한 획을 그었는데, ‘세계 장애인 스포츠 기구 국제 조정 위원회’의 상징인 ICC기를 만들게 됐고, 패럴림픽 최초로 성화봉송을 했다다른 많은 장애인을 만나게 됐고, 그들을 통해 장애인 문제에 대해 알게 됐습니다자연스럽게 장애인 문제가 나 개인의 문제가 아니라 사회적 변화가 있어야 한다는 생각도 갖게 됐죠”   자신과 같은 장애인을 돕겠다는 생각으로 당시 박 대표는 사회복지사를 꿈꿨다고 한다현재 전장연은 190여개 단체가 모여 장애인 이동권 문제, 차별금지법 제정, 탈시설, 국제활동 등을 하고 있다장애 얻기 전 박경석 대표 모습    “수십 년 간 장애인 인권운동가로서 활동하며 (본) 우리 사회는 많이 나아진 것이 분명합니다여론이 악화하는 데도 왜 출근길 시위를 고집하느냐고전장연은 지난 17일 ‘지구 끝까지 출근길 지하철타겠습니다’라며 35번째 시위를 마쳤다저희는 지난 21년간 지하철 시위를 이어왔습니다그렇게 시위를 했다는 이유로 벌금, 연행 등 불이익을 견뎌왔습니다출근길 문답 등을 통해 국민 소통을 강조해온 윤석열 대통령은 아직도 장애인 투쟁에 대해 단 한 번의 언급도 하지 않고 있습니다”   박 대표는 장애인 입장에서 우리 사회는 한 마디로 ‘차별하는 곳’이라고 규정했다장애인 역시 우리와 마찬가지로 헌법이 규정하는 기본권을 보장받을 권리가 있다"
322,"최근 전남 여수시의회 무장애연구회 소속 의원들이 직접 휠체어를 타고 장애인 눈높이에서 불편사항을 점검하고 있다민덕희 여수시의회 의원은 “휠체어 이용하면서 장애인의 눈높이에서 바라보니, 작은 장애물도 훨씬 크게 다가왔다”며 “소소하지만 지속가능한 변화를 통해 불편을 해소해나가는 노력이 필요하다”고 말했다한편 무장애도시 조성을 위한 전남 여수시의회 정책연구회는 장애물 없는 생활환경 구축을 목표로 5명의 의원이 활동하고 있다"
323,"유 씨는 “오랫동안 저상버스를 이용했지만 실제로 장애인이 탑승하는 걸 본 건 이번이 처음”이라고 했다서울시 버스정책과 관계자에 따르면 휠체어를 탄 장애인의 저상버스 이용률은 1% 미만이다버스정책과 관계자는 “경사나 과속방지턱이 높은 곳처럼 도로 여건이 따라주지 않는 곳에는 저상버스를 도입하지 못했다”고 말했다그러면서 박 소장은 “요즘에는 스마트폰으로 저상버스 운행시간을 확인할 수 있다고는 하지만, 그보다는 내가 원할 때 버스정류장에 가 버스 종류에 상관없이 원하는 버스를 타는 게 맞다고 생각한다”며 “장애인들이 그런 불편을 겪는 걸 당연하다고 치부하는 게 과연 맞는 건지 잘 모르겠다”고 말했다이어 그는 “휠체어를 탄 장애인이 버스를 탈 수 있는 조건도 만들어 놓지 않고 탑승자가 별로 없다고 하는 건 원천적으로 바리케이트 쳐놓고 이용률이 없다고 얘기하는 것과 다름없다”며 저상버스 보급확대는 물론 현재 저상버스와 경사로가 맞지 않아 휠체어의 승하차가 불편한 버스정류장 등 산적한 문제들을 보완하는 것이 중요하다고 지적했다"
324,"무시당한 장애학생 이동권…서울대 저상버스 재운행 논란[앵커]서울대 교내에는 저상 버스가 들어가지 못합니다&lt;이화영 / 서울대 통계학과&gt; ""가장 불편한건 밖으로 나가지 못하는 한계가 있어서 제가 이동할 수 있는 권리는 아예 다 무시돼버리는 거구나 하고 많이 서운하고…""문제는 과속방지턱&lt;이화영 / 서울대 통계학과&gt; ""유관기관들이 주도적으로 이 문제에 대한 책임감을 느끼고…""서울대 학생들은 기자회견을 열고 학교당국과 서울시, 버스회사에 저상버스 재운행 대책을 마련할 것을 촉구했습니다"
325,"이들에 따르면 2012년 봄부터 서울대 교내를 순환하는 5516번 버스 노선에 저상버스가 도입됐으나 학내 차도 상의 일부 과속방지턱이 저상버스 하단부와 충돌해 고장을 일으킨다는 이유로 1년 후 운행이 중단됐다서울시 버스정책과가 과속방지턱 높이 조정을 학교 본부에 요청했으나 본부 측은 휠체어 탑승이 가능한 장애학생 셔틀버스 한 대가 이미 존재해 저상버스 운행이 중단되도 문제가 될 것이 없다는 입장을 취했고, 결국 5516번의 저상버스 운행은 중단됐다그러면서 이들은 ""하지만 지난 16일 서울시 버스정책과 담당자와 통화, 본부 면담을 통해 충격적인 소식을 들었다""며 ""한남운수가 여태까지 한 번도 과속방지턱을 낮추면 저상버스를 운행하겠다는 조건을 내건 적이 없으며 학내 과속방지턱을 무조건 없애지 않는 이상 저상버스를 운행할 수 없다는 입장을 밝혔다는 것""이라고 전했다이를 감안해 저상버스 고장률을 줄일 수 있는 과속방지턱 높이 조정을 제안하고 관련된 협의를 추진해왔다""고 설명했다"
326,"【예산=뉴시스】충남도의회 이선영 의원이 의원은 “합리적인 대중교통정책을 실시함으로써 충남도민이 편리하게 이용할 수 있고, 또한 도민의 혈세가 지원되는 만큼 도민의 발이되어 움직이는 버스 및 택시기사들의 노동환경 및 처우가 개선돼야 한다”고 말문을 열었다이 의원은 도정질문을 마무리하면서 “버스 및 택시기사들의 처우개선이 우선적으로 이루어지는 등 서비스제공자와 이용자를 위한 맞춤형 대중교통정책을 수립해달라”며 도지사의 적극적인 노력을 당부했다"
327,"최근 국토교통부와 교통안전공단이 발표한 2013년 대중교통 현황조사를 보면, 부산시 대중교통 이용자는 주중 평일의 경우 하루 평균 94만 8천여 명이었고, 주말의 경우 하루 평균 75만여 명이었던 것으로 나타났다지난 5월 부산시는 교통약자를 위해 저상버스 70대를 추가 도입한다고 밝혔다이처럼 부족한 저상버스도 문제지만 더 큰 문제는 저상버스 활용도에 있다지난해 말 열린 '저상버스 운영 방안 토론회'에 따르면, 교통약자의 저상버스 이용률은 1%에도 미치지 못한다는 결과가 나왔다△장애인·노약자인 교통약자의 경우 병원이나 복지시설을 지나가는 노선의 미흡 △다른 승객들의 눈치 주기 △운전기사들의 리프트 사용법 미숙으로 인한 승·하차 시간 소요 등이 주요한 이유인 것으로 나타났다이를 통해 교통약자들이 자신을 위한 저상버스를 활용하도록 만들어야 하는 것이다"
328,"&lt;인터뷰&gt; 백중근(휠체어 이용 장애인) : ""오래 걸리지만 선택할 수 있는 방법이 이것밖에 없어서&lt;인터뷰&gt; 백중근(휠체어 이용 장애인) : ""일주일에 2~3번은 차를 놓치는 것 같아요&lt;인터뷰&gt; 박김영희(서울장애인차별철폐연대 공동대표) : ""광역버스는 저상버스가 없다보니까김덕훈기자 (standby@kbs"
329,"[머니투데이 조아름 인턴기자] [소재‧부품 기술개발 현장을 가다 – 현대다이모스]지난해 서울시에 등장한 ‘타요버스’가 선풍적인 인기를 끌었다이처럼 출입구에 계단이 없고, 차체 바닥이 낮아 노약자뿐만 아니라 휠체어나 유모차 이용도 편리한 저상버스는 2004년 국내에 도입됐다현대다이모스는 2009년부터 3년 동안 산업통상자원부의 소재부품기술개발사업을 통해 저상후륜차축 국산화에 나섰다연구팀은 수많은 시행착오 끝에 새로운 재질에 맞는 열처리 조건을 찾아냈고, 개선된 기어는 경쟁제품 이상의 내구성을 보였다연구팀은 케이스의 변형을 감안해 기어를 재구성했고, 최적화된 제품은 68~70dB 정도의 소음을 보였다개발팀은 저상후륜차축에서 휠의 움직임을 조절하는 팔 역할을 하는 서스펜션 암의 최적화에도 공을 들였다현대다이모스는 저상후륜차축 수출에 큰 기대를 걸고 있다자동차 시장이 급속도로 커지고 있는 인도는 1년에 3000대 가량의 저상버스 수요가 있는 것으로 파악됐다한 수석연구원은 “현대다이모스가 수출에 성공하면 기술 개발에 참여한 기업들의 매출도 함께 상승한다”면서 “산업통상자원부의 소재부품기술개발사업을 통해 수요기업과 소재부품 기업이 모두 윈윈하는 결과를 얻을 수 있었다”고 말했다"
330,경기 고양시가 지난해 교통약자의 이동 편의를 위해 전국 최초로 마을버스에 도입한 저상버스를 올해에도 확대 공급할 예정이어서 큰 호응을 얻고 있다고양시는 지난해 5월 삼송·원흥지구에 신설된 마을버스 5개 노선에 전국 최초로 저상버스 15대를 도입한 데 이어 올해에도 24억 원을 들여 오는 5∼10월 마을버스용 저상버스 12대를 추가 공급할 계획이라고 3일 밝혔다
331,"고양시는 교통약자의 편의를 위해 2004년 처음으로 저상버스 2대를 공급한 이래 지난해까지 마을버스에 16대, 시내버스에 43대 등 총 59대의 저상버스를 공급했다"
332,"강원도지체장애인협회 황보훈 사무처장은 ""버스를 탄다 해도 휠체어 리프트 작동도 어렵고 이용 가능한 정류장이 많지 않아 대부분의 장애인은 장애인콜택시를 이용하고 있다""며 ""다른 시민들이 이용하기 때문에 장애인들이 느끼는 부담감도 큰 것으로 보인다""고 말했다시 관계자는 ""저상버스의 경우 휠체어 공간과 연료(CNG)통, 가스연료장치 등 구조적인 문제 때문에 승객들이 많이 타지 못하는 것이 현실""이라며 ""좌석, 손잡이 추가 등 구조변경에 대한 부분은 버스회사와 함께 제조사에 계속 요청하고 있는 상황""이라고 말했다"
333,"이번엔 자전거 거치대가 정류소 바로 옆에 서있어 승객들이 어디로 빠져나갈지 우왕좌왕합니다차도에 내려주는 것보다 인도에 내려주면 얼마나 편합니까?"" 서울시는 3년 뒤까지 저상버스의 비율을 현재 30%에서 55%까지 높일 계획입니다저상버스의 가격은 일반버스의 두 배(김민욱 기자 wook@mbc"
334,"이번엔 자전거 거치대가 정류소 바로 옆에 서있어 승객들이 어디로 빠져나갈지 우왕좌왕합니다생활정보지 배포대가 가로막기도 하고, 심지어 우체통이 버스정류소 한 가운데에 떡 하니 서 있기도 합니다저상버스에는 휠체어에 탄 승객을 태우거나 내려주는 리프트가 있는데, 버스정류소에 이런 장애물이 있으면 무용지물이 됩니다저상버스의 가격은 일반버스의 두 배 수준으로 정류소 정비가 먼저 이뤄지지 않으면 예산만 낭비할 수 있다는 우려가 나오고 있습니다(김민욱 기자 wook@mbc"
335,"아울러 도는 2016년까지를 목표로 콜택시는 142대, 저상버스는 247대로 늘려 사회적 약자들의 이동 불편을 완전히 해소하겠다는 방침이다"
336,교통약자 이동편의 정책의지 실종[광주CBS 임영호 기자 ]전라남도의 장애인 콜택시와 저상버스 도입율이 전국 최하위권에 그치고 있어 교통약자 이동편의에 대한 전라남도의 정책의지가 부족하다는 지적을 받고 있다특히 전라남도와 비슷한 재정 형편인 경상남도의 경우 장애인 콜택시 도입율이 156%로 전국 1위를 기록하고 있고 전라남도 보다 열악한 전라북도의 도입율도 79%에 달하고 있어 전라남도의 장애인 정책이 뒷전으로 밀리고 있다는 지적을 받고 있다
337,【대구=뉴시스】박광일 기자 = 16일 평화큰나무복지재단이 대구사회복지공동모금회를 통해 달구벌종합복지관에 1억원 상당의 저상버스를 전달하고 있다【대구=뉴시스】박광일 기자 = 대구사회복지공동모금회는 16일 평화큰나무복지재단이 1억원 상당의 저상버스를 달구벌종합복지관에 전달했다고 밝혔다
338,” 무더운 날씨와 휴가시즌이 맞물리면서 피서객들의 발길이 동해안으로 향하고 있지만 정작 도내 장애인들의 동해안 여행은 `하늘의 별 따기'보다 어렵다현재 도내를 비롯해 전국 시·도에는 저상 시외버스가 단 한 대도 운영되고 있지 않아 정씨와 같이 이동에 제약이 있는 `교통약자'들은 버스를 이용해서 시외로 이동하는 것이 사실상 불가능하다
339,"&lt;앵커&gt;장애인이나 노약자 등 교통약자들이 타고 내리기 쉽게 만든 저상버스는 일반인도 편리하게 이용할 수 있습니다도입 대수는 계속 늘고 있는데, 일부 노선에서 저상버스가 오히려 사라지고 있습니다저상버스의 차체 높이가 낮다 보니 일반적인 과속방지턱을 넘을 때에도 바닥이 닿아 장치가 부서지는 경우가 많습니다[이재평/버스회사 정비부 과장 : 차가 중지돼 가지고 운행을 못하는 사례가 많이 있어요국토부는 그렇다고 버스 차체를 높일 순 없다고 말합니다높이를 올리면 장애인이나 교통 약자 그런 분들이 이용하는 데 불편하기 때문에 (그것은 못 건드려요)(영상취재 : 정상보·김승태, 영상편집 : 장현기, VJ : 강원석·김종갑, 화면제공 : 유튜브)   박하정 기자 parkhj@sbs"
340,"하지만 경기도가 영국에서 들여온 2층 버스는 이보다 15cm가 더 높습니다터널과 교량 등 국내 도로 구조물은  자동차 높이 기준 4m에 맞춰 설계됐기 때문에  안전 문제가 불거진 겁니다&lt;녹취&gt;  경기도 관계자 : ""(2층 버스는) 완전 좌석 형태로 운영이 될 것이기 때문에 시민들의 불편이 있기는 하지만 그렇게 크지는 않을 거라는우한울기자 (whw@kbs"
341,"(전주=연합뉴스) 홍인철 기자 = 전북도는 장애인, 노인, 임산부 등 교통 약자의 이동 편의를 위해 올해 장애인용 콜택시 25대, 저상버스 34대를 도입한다고 18일 밝혔다"
342,"당신이 취해야 할 적절한 행동은?’ ① 초등학생쯤 되면 당신의 차를 피할 수 있을 정도의 운동신경이 있는 만큼 마음 놓고 빨리 달린다 ② 아이들이 안 보이면 정상속도로 달린다 ③ 완전히 멈췄다가 아이들이 길을 건너면 사방을 살펴본 뒤 천천히 출발한다독일에서는 장애인들이 아무 불편없이 생활할 수 있도록 정부와 민간이 오래전부터 합심해서 노력해 왔는데, 저상버스도 그 같은 사회적 산물이다kr/kh_news/khan_art_view저상버스를 최초로 개발한 국가는?저상버스를 개발한 목적은?독일에서 운전면허 필기시험에 다음과 같은 문제를 출제한 목적을 서술하시오시내버스 중 저상버스 비율고속버스 중 저상버스 비율다음과 같은 목적을 갖고 제정된 법을 쓰시오교통약자의 이동편의 증진법"
343,【청주=뉴시스】이병찬 기자 = 충북 청주시는 장애인 등 교통 약자의 이동 편의를 위해 2016년까지 청주 지역 시내버스의 30%를 저상버스로 교체하기로 했다고 5일 밝혔다시는 오는 2016년까지 전체 시내버스의 30%인 117대를 저상버스로 교체할 계획이다
344,"독일의 운전면허 필기시험에는 이런 문제도 있다실제로 독일의 학교 앞 도로는 차량 통행이 많더라도 신호등은 아예 없고 보행자 우선 표지판만 설치돼 있다독일에서는 모든 대중교통버스가 저상버스인데, 장애인과 유모차 등이 아무 어려움 없이 차에 오르는 광경은 대부분의 도시에서 심심찮게 볼 수 있다&lt;손동우 논설위원&gt; 모바일 경향 [경향 뉴스진 | 경향신문 앱 | 모바일웹] | 공식 SNS 계정 [경향 트위터] [미투데이] [페이스북] [세상과 경향의 소통 커뮤니티]- ⓒ 경향신문(wwwkr), 무단전재 및 재배포 금지〈경향신문은 한국온라인신문협회(www"
345,"4년 안에 서울 시내버스 2대 중 1대 이상이 저상버스로 운행되고, 장애인 콜택시 서비스도 확대됩니다""     서울시는 2017년 까지 장애인 콜택시와 전용 택시 이용자의 80% 이상이 30분 안에 탈 수 있도록 서비스의 양과 질을 높이기로 했습니다서울시는 현재 전체 버스의 30% 정도인 저상버스 비율을 2017년까지 55% 수준으로 높이기로 했습니다""     시각 장애인을 위한 음향 신호기 설치 비율도 현재 44%에서 2017년까지 60% 수준으로 늘어납니다"
346,"저상버스 및 장애인용 택시 점진적 확대…'교통약자 이동편의 증진계획' 발표 [아시아경제 이혜영 기자] 오는 2017년까지 서울시내를 운행하는 저상버스가 전체의 55%까지 확대되고 장애인을 위한 콜택시와 개인택시도 늘어난다서울시는 이 같은 내용을 담은 '제2차 서울시 교통약자 이동편의 증진계획'을 확정했다고 3일 밝혔다이번에 발표된 계획은 지난 2008년 수립된 1차에 이은 것으로 2017년까지 서울시의 교통약자 관련 정책의 기본방향이 된다시는 올해 서울 시내 301개 지하철역사 내 교통약자 이동편의시설 현황을 파악하고 내년부터는 횡단보도, 버스정류장 등 교통시설 전반에 대한 조사를 벌일 계획이다"
347,"▲  대전장애인차별철폐연대는 25일 오전 새누리당 대전시당사 앞에서 기자회견을 열어 '저상버스 100% 도입'을 촉구했다ⓒ 오마이뉴스 장재완장애인단체들이 교통약자들의 이동권 보장을 위한 저상버스 100% 도입을 촉구하며 새누리당사 앞에서 기자회견을 열고 요구안을 전달했다대전지역 장애인단체와 사회단체, 진보정당 등으로 구성된 '대전장애인차별철폐연대'는 25일 오전 새누리당 대전광역시당사 앞에서 '저상버스 100%도입을 위한 교통약자이동편의증진법 개정 촉구 기자회견'을 개최하고 ""새누리당은 장애인이동권 보장을 위한 법 개정에 나서라""고 촉구했다뿐만 아니라 법개정을 통해 중소도시의 특별교통수단 의무도입량을 대폭 축소하기까지 했다는 것이다발언에 나선 조성배 대전장애인차별철폐연대 집행위원장은 ""교통약자들의 생존권인 이동권이 이명박 정부의 4대강 사업에 대한 올인으로 짓밟히고 말았다""며 ""저상버스 도입 확대 약속은 반드시 지켜져야 한다""고 말했다한편, 기자회견을 마치 이들은 이러한 내용이 담긴 요구안을 새누리당대전시당에 전달했다"
348,"그나마도 저상버스는 일반버스들 사이에서 불규칙하게 운행되고 있다김 소장은 “장애인 콜택시는 예약하기가 하늘의 별 따기만큼이나 힘들고, 저상버스를 타려면 한두 시간씩 기다려야 한다”며 “휠체어는 일반버스에 올라갈 수 없어 마냥 저상버스를 기다리는 수밖에 없다”고 말했다반면 서울과 경기도는 20% 넘게 저상버스를 운행 중이다하지만 인구가 인천보다 훨씬 적은 경기 수원시가 올해 57대의 저상버스를 도입한 데 반해 인천시의 올해 저상버스 도입은 46대로 도입 속도가 더딘 상태다"
349,몸이 불편한 장애인을 위해 차체가 낮은 저상버스가 확대되고 있지만 정작 장애인들이 이 버스를 이용하는데 큰 불편을 겪고 있습니다]전주의 한 버스정류장에는 이처럼 쇠봉이 설치되어 있어 휠체어를 탄 장애인은 버스를 타기위해 인도끝까지 돌아가야 하는 불편함이 있습니다전주시는 현재 6대에 불과한 저상버스를 내년까지 22대로 늘릴 계획이지만 정작 장애인들이 어떤 불편을 겪는지 모르고 있습니다
350,[ⓒ 뉴스1코리아(news1
351,"(뉴시스 4월30일 보도) 뉴시스 취재 결과 휠체어를 오르내릴 수 있게 하는 리프트가 고장나 내려오지 않거나 부서져 장애인들의 이용을 어렵게 하고 있다1급 지체장애인 이모(61·퇴계동)씨는 ""지난해 11월 강대병원을 가려고 저상버스를 기다리는 데, 오는 차마다 리프트가 내려오지 않아 무려 8대를 그냥 떠나보내야 했다20년째 휠체어를 탄 지체장애인 이모(54)씨는 ""지난해 8월 저상버스 리프트를 올라가다 리프트 경사가 높아서 휠체어 앞바퀴가 버스 바닥에 올라서자마자 발판이 부서졌다"
352,"- 서울시 '교통약자 이동편의시설 개선계획' 발표- 저상버스 지속도입 및 시각장애인용 음성신호기 확대서울시는 노인과 어린이, 장애인 등이 승하차가 편한 저상버스를 2015년까지 1500여대 도입해 시내 버스중 저상버스의 비율을 높일 예정이다(사진=서울시)[이데일리 김용운 기자]서울시가 장애인과 노인, 어린이 등 대중교통 이용시 불편을 겪는 사람들을 위한 ‘교통약자 이동편의시설 개선계획’을 17일 발표했다시각장애인을 위해 횡단보도에 설치된 음향신호기도 매년 1000여대를 추가 설치해 2016년까지 1만1200여대로 늘일 예정이다"
353,시각장애인을 위한 건널목 음향신호기 설치율도 2016년까지 60% 이상으로 높아진다지하철 역사 엘리베이터와 에스컬레이터도 지속적으로 늘려 교통약자의 불편을 최소화할 계획이다천정욱 시 교통정책과장은 “시민 누구나 자유롭게 이동할 수 있도록 대중교통 이용 및 보행환경을 지속적으로 개선해 나가겠다”고 말했다국민일보 쿠키뉴스 최정욱 기자 jwchoi@kmib
354,"전체 버스 10% 불과 서울 비해 절반도 안 돼 노선 태부족해 불편 보고 지나치기도… ""서비스 질부터 높여달라""공동투쟁단은 부산시가 저상버스 도입에 미온적인 태도를 보이고 있다고 주장했다부산시 대중교통과는 ""지난 3년간 매년 60대 이상씩 저상버스를 사들이고 있지만 노선별로 투입하려고 해도 경사도가 크고 산복도로가 많은 부산의 여건이 이를 받쳐주지 않는다""고 해명했다영도구 등지에는 곡각지 도로까지 정비해가며 저상버스를 투입하고 있지만 지형상 저상버스 투입이 사실상 불가능한 산복도로 인근일수록 장애인 거주율이 높다는 점이 곤혹스럽다이 때문에 일단 저상버스 투입이 가능한 노선을 점진적으로 늘리면서 서비스의 질부터 개선해야 한다는 의견이 설득력을 얻고 있다"
355,"인도·차도·버스 곳곳에 걸림돌…일반인 '눈치'까지""장애인 이동 인프라와 인식 부족은 극복 과제""    (서울=연합뉴스) 이상현 기자 = 제30회 장애인의 날을 맞아 기자는 18일 뇌병변장애 1급의 박계형(29)씨와 함께 저상버스를 20분 가량 탔음에도 마치 오지를 여행하는 것처럼 힘겨웠다그러나 버스는 박씨의 황급한 손짓을 무시하고 그냥 '부웅' 엔진 소리를 내고는 가버렸고, 박씨와 옆의 기자는 멀뚱멀뚱하니 버스의 뒷 모습만 응시할 수밖에 없었다10여 분을 더 기다려 5∼6대가량의 일반 버스를 보내자 다행히 다른 저상버스가 제 위치에 도착했다(서울=연합뉴스) 이상현 기자 = 제30회 장애인의 날을 맞아 기자는 지난 18일 뇌병변장애 1급의 박계형(29)씨와 함께 저상버스를 탔다사진은 휠체어를 제 위치에 고정시키지 못하고 버스 통로에 세워놓고 있는 박씨의 모습박씨는 ""버스 안에서 사람들이 수군대는 건 하도 많이 겪어서 무덤덤하지만, 직설적으로 '사람들 불편하게 왜 나왔냐'고 말할 때는 솔직히 기분이 안 좋다""고 털어놨다박씨는 ""경사판이 생각보다 잔고장이 잦아 설치만큼 관리도 중요하다""라며 ""아직은 저상버스가 충분히 보급되지 않아서인지 배차 간격도 긴 것 같다""고 말했다"
356,우선 오는 2022년까지  서울시내 모든 지하철역 입구에서 승강장까지 휠체어로 불편없이 이동할 수 있도록 환경을 개선합니다
357,"(포항=뉴스1) 최창호 기자 = ""시내버스 타고 죽도시장에 장보러 가고 싶어요""다른 사람 도움없이 가을 풍경도 보고 싶지만, 현실적으로 너무나 많은 장벽이 가로막고 있어 답답하다""는 강씨는 휠체어 없이는 외출을 할 수 없다포항시는 시민들의 편의를 위해 버스도착 시간을 알려주는 'BIS(시내버스 운행정보 시스템)'를 정류소 마다 설치했지만 저상식버스의 도착 시간을 알려주는 시스템은 갖추지 않고 있다"
