,기사요약
58,[최혜영 의원 페이스북][헤럴드경제=배두헌 기자] 박홍근 원내대표를 비롯한 더불어민주당 국회의원들이 오는 6일 휠체어를 타고 대중교통을 이용해 국회에 출근하는 ‘휠체어 출근 챌린지’에 참여한다5일 민주당에 따르면 박 원내대표를 비롯한 국회의원 10여명은 같은 당 최혜영 의원이 제안한 이 같은 ‘휠체어 챌린지’에 참여하기로 했다
59,"전국장애인차별철폐연대(전장연) 회원들이 28일 서울 종로구 경복궁역 3호선에서 장애인 이동권 보장·장애인 권리예산 반영을 요구하기 위해 열린 지하철 시위 '출근길 지하철 탑니다'를 위해 탑승하고 있다대통령직인수위원회 사회복지문화분과 위원들이 전국장애인차별철폐연대(전장연) 활동가들와 전격 만남을 가진 직후 이어진 시위는 기존의 승·하차 형식이 아닌 승차로만 진행돼 열차 지연이 발생하지 않았다박경석, 최용기 전장연 상임공동대표는 29일 오전 7시40분경 서울 지하철 3호선 경복궁역 회의실에서 임이자 인수위 사회복지문화분과 간사와 김도식 인수위원과 약 30분간 회동했다그러나 인수위가 구체적인 답변을 내놓지 않자, 시위를 재개한 것이다논쟁이 격화되면서 장애인 이동권 확대 문제에 대한 시민들의 관심도 커지고 있다"
60,"국민의힘 이준석 대표가 전국장애인차별철폐연대와 각을 세우며 '장애인 혐오' 논란이 벌어지고 있는 가운데, 더불어민주당 의원들이 내일 휠체어를 타고 출근길에 오르기로 했습니다"
61,"com오세훈 서울시장이 장애인 이동권 보장을 위한 지하철 승하차 시위를 벌이고 있는 전국장애인차별철폐연대(전장연)를 향해 “시민들이 대중교통 이용할 때 발 구르는 일이 없도록 지하철 출퇴근 시위를 조금 자제해달라”고 요청했다그러면서 “그간의 투쟁 덕에 사회적 분위기도 성숙했고, 서울만 하더라도 예산을 배정하면서 3∼4년만 지나면 거의 99% (엘리베이터) 설치가 되는 만큼, 시간을 꼭 맞춰서 출퇴근하시거나 약속장소 가시는 분들에게 유무형의 피해가 더 이상 발생하지 않도록 지하철 출퇴근 시위를 조금 자제해주시면 시민분들이 응원하실 것”이라고 덧붙였다앞서 국민의힘 이준석 대표는 자신의 페이스북에서 전장연을 향해 “문재인 정부 하의 박원순 시정에서 장애인 이동권을 위해 했던 약속들을 지키지 못했다는 이유로 오 시장이 들어선 뒤 지속적으로 시위를 하는 것은 의아한 부분”이라고 말했다"
62,전국장애인차별철폐연대(전장연)는 29일 오전 7시40분부터 약 30분간 서울 지하철 3호선 경복궁역 회의실에서 인수위 사회복지문화분과 임이자 간사(국민의힘 의원)와 김도식 인수위원(서울시 정무부시장)과 만나 요청안을 전달했다임 간사는 면담에서 “(전장연 측이 요구한) 12대 정책 제안과 40대 과제를 중기적으로 검토하고 여러 부처가 논의하고 있다”며 “출근길에 (시위를) 하고 계신 만큼 절박하고 권리를 쟁취하기 위한 부분은 이해한다”고 말했다대통령직 인수위원회 사회문화복지분과 임이자 간사와 김도식 인수위원 등이 29일 오전 서울 지하철 3호선 경복궁역 내 서울교통공사 영업사업소 회의실에서 박경석 전국장애인차별철폐연대 공동 대표 등과 면담을 하고 있다인수위 사진기자단     이날 회의에 참석한 박경석 전장연 공동 대표는 “법에 명시되어 있는 장애인 이동권 문제를 20년 동안 기다렸지만 권리가 지켜지지 않았다”며 “정권의 문제가 아니라 여야가 시급하게 풀어야 할 중요 과제로 방향을 잡아달라”고 요구했다전장연은 이 자리에서 단체의 시위를 연일 비판한 이준석 국민의힘 대표를 겨냥해 “객관적 사실을 왜곡했다”며 공식 사과를 요구하기도 했다한편 같은 시간 전장연 소속 회원들은 경복궁역 승강장에서 기자회견을 진행했다
63,김예지 국민의힘 의원이 28일 서울 지하철 3호선 경복궁역에서 전국장애인차별철폐연대(전장연)의 25차 ‘출근길 지하철 탑니다‘ 운동에 참석해 인사말을 하고 있다전장연은 지난해 말부터 이달까지 장애인 이동권 보장과 장애인 권리예산 반영 등을 요구하는 ‘출근길 지하철 탑니다‘ 운동을 24차례 벌여왔다국민의힘 김예지 의원이 바닥에 무릎을 꿇었다이날 김 의원은 전국장애인차별철폐연대(전장연)가 주최한 장애인 이동권 보장을 위한 선전전에 참여해 시작 전 6분간 연설을 했다앞서 이 대표는 장애인들의 지하철 시위에 대해 “불특정 다수의 불편을 볼모 삼는 시위방식”이라며 비판했다
64,"“뭐에 대해 사과하라는 것인지 명시적으로 요구하라”전장연, 전날 인수위 인사들 만나 “이준석, 왜곡된 방식으로 말해”        이준석 국민의힘 대표가 30일 출퇴근 시간대 서울 지하철에서 승·하차 시위를 벌인 ‘전국장애인차별철폐연대(전장연)’의 사과 요구에 대해 거부 의사를 밝혔다앞서 이 대표는 지하철 시위를 벌이는 전장연을 향해 “최대 다수의 불행과 불편을 야기해야 본인들의 주장이 관철된다는 비문명적 관점으로 불법 시위를 지속하고 있다”고 했다"
65,(사진=이수빈 기자) 20년 넘었는데 갈 길 먼 ‘장애인 이동권’ 전국장애인차별철폐연대(전장연)은 작년 말부터 출근길 시위를 주도하고 있다
66,"”     ‘출근길 지하철 시위’를 벌여온 전국장애인차별철폐연대(전장연)의 박경석(62) 공동대표는 시민들의 불편을 알면서도 장애인 권리 예산 확보와 이동권 보장 등을 요구한 배경을 이렇게 얘기했다인수위 사회문화복지분과 임이자 간사와 김도식 인수위원이 29일 오전 서울 지하철 3호선 경복궁역 내 서울교통공사 경복궁영업사업소 회의실에서 박경석 장애인차별철폐연대 공동대표 등과 면담을 하고 있다인수위 사회복지문화분과 간사인 국민의힘 임이자 의원과 김도식 위원은 출근길 시위가 시작되는 3호선 경복궁역 내 회의실에서 전장연 측과 30여분간 면담을 가졌다전장연은 면담에서 장애인 권리 보장을 위한 예산 마련과 제도 개선 등을 촉구했고, 이준석 국민의힘 대표의 사과를 요구했다전국장애인차별철폐연대(전장연) 회원들이 29일 오전 서울 종로구 지하철 3호선 경복궁역에서 '이동권 예산 확보'를 요구하며 출근길 선전전을 벌이고 있다4% 때문에 장애인 죽는다”      지난해 12월 3일 시작된 전장연의 출근길 시위는 논란의 중심에 서왔다이준석 국민의힘 대표는 전장연이 24일 시위를 재개하자 “시민을 볼모로 잡는다”고 비판했다“2001년 오이도역에서 휠체어 리프트를 이용하던 장애인이 추락해 사망했고, 이후 서울시에 엘리베이터 설치, 저상버스 도입 등을 요구했다"
67,"장애인권단체 회원들이 지난 2월 서울 지하철 2호선 시청역에서 장애인 이동권 예산 보장을 요구하는 시위를 하고 있다그러나 문재인 정부 하의 박원순 시정에서 장애인 이동권을 위해 했던 약속들을 지키지 못했다는 이유로 오세훈 시장이 들어선 뒤에 지속적으로 시위를 하는 것은 의아한 부분입니다” (25일 이준석 국민의힘 당 대표 페이스북)장애인단체가 이동권 등 권리 예산 확보를 요구하며 진행하는 출근길 시위에 대해 이준석 국민의힘 당 대표가 “오세훈 시장이 들어선 뒤 지속적으로 시위를 하는 것이 의아하다”며 서울경찰청과 서울교통공사가 강경하게 대응해야 한다는 취지의 주장을 했다전장연은 “인수위가 ‘기획재정부를 통한 장애인 권리예산 반영에 대한 구체적 계획’을 면담을 통해 밝혀달라”며 다시 지하철로 나섰다그런데 인수위의 추가 답변은 나오지 않은 가운데 이 대표가 “문재인 정부 하의 박원순 시정에서 장애인 이동권을 위해 했던 약속을 지키지 못했다는 이유로 오세훈 시장이 들어선 뒤에 지속해서 시위를 하는 것은 의아하다”고 페이스북에 글을 올렸다그러나 장애인단체는 이동권 보장 등을 요구하며 이명박 전 서울시장 때부터 박원순 전 서울시장 때까지 꾸준히 지하철 시위를 해왔다그러나 박원순 전 서울시장 시절인 2017년 신길역 리프트 추락 참사가 발생하자 전장연은 ‘지하철 연착 투쟁’을 진행했고, 약속 이행을 요구하며 꾸준히 시위를 이어왔다"
68,"[뉴스데스크]◀ 앵커 ▶장애인과 노약자의 이동권을 위해서 필수적인 지하철 승강기서울의 경우 설치율이 90%가 넘는다고 하는데요, 그런데, 설치된 승강기 중에서 아예 가동되지 않거나 몇 시간만 가동되는 게 적지 않습니다설치된 엘리베이터 3개 가운데 한 곳입니다지난 2004년 설치됐지만, 6년만 가동됐고 올해로 12년째 운행이 중단된 겁니다하지만 시간이 흐르면서, 건물주가 비용 부담을 이유로 방치하거나 일부만 가동하는 승강기가 생겨난 겁니다""승강기 설치율이 90%를 넘는다고 해도 내 집, 내 근무지 앞의 승강기가 먹통이라면 거기에 의존하는 장애인들에겐 치명적이라는 겁니다[김명학/지체장애인]""(지하철)엘리베이터가 장애인, 특히 중증 장애에 필요한 것은, 그게 있어야 지하철 탈 수 있고 이동할 수 있으니까 중요하고"
69,"전장연, '출근길 지하철 타기' 잠시 멈춤 경복궁역서 삭발 투쟁 결의식…곳곳에서 탄식이준석 국민의힘 대표에게 '공개 사과' 요구다음달 20일까지 장애인 권리예산 등 요구안 답변 달라30일 서울 종로구 지하철 3호선 경복궁역 탑승장에서 전국장애인차별철폐연대가 진행한 장애인권리예산 및 관련법 개정 요구에 대한 인수위 답변 촉구 삭발 투쟁 결의식에서 이형숙 서울시장애인자립생활센터협의회장이 삭발한 뒤 눈시울을 붉히고 있다박종민 기자""우리의 외침은 권력자들이, 힘 있는 자들이, 조롱하고 왜곡하라고 외쳤던 게 아니었다""머리카락이 잘려 나가는 동안 서울장애인자립생활센터협의회 이형숙 회장은 눈물을 보였다출근길 지하철 시위를 둘러싸고 국민의힘 이준석 대표와 공방을 벌여온 전국장애인차별철폐연대(전장연)가 30일 아침 서울 지하철 3호선 경복궁역에서 '제1차 삭발 투쟁 결의식'을 열었다30일 서울 종로구 지하철 3호선 경복궁역 탑승장에서 전국장애인차별철폐연대가 진행한 장애인권리예산 및 관련법 개정 요구에 대한 인수위 답변 촉구 삭발 투쟁 결의식이 회장은 마지막 발언에서 ""또다시 지하철을 타고 출근하면 시민들은 저희에게 어마무시한 욕설을 퍼붓겠지만 감수하겠다""며 ""그렇게 해서라도 지하철에 엘리베이터가 설치되고, 저상버스가 운행돼 장애인들이 비장애인들처럼 이동이 자유로워진다면박종민 기자이날 장애인단체는 삭발식에 앞서 이준석 국민의힘 대표에게 공개 사과를 요구하기도 했다박 대표는 ""이준석 (국민의힘) 대표는 어제 우리가 인수위 요구에 따라 출근길 지하철 시위를 당분간 멈추고 삭발식을 진행한다는 소식을 듣고 전장연이 국민들의 비난 여론에 굴복하고, 자신이 승리했다는 내용의 글을 페이스북에 올렸다""며 ""정중하게 공개 사과를 촉구한다""고 말했다30일 오전 전국장애인차별철폐연대의 장애인권리예산 및 관련법 개정 요구에 대한 인수위 답변 촉구 삭발 투쟁 결의식을 마친 활동가들은 서울 혜화역에서 선전전을 진행했다"
70,이날부터 전국장애인차별철폐연대(전장연)은 지하철 출근길 시위를 중단한 대신 대통령직인수위원회에 다음달 20일까지 장애인 이동권 권리 예산에 대한 답변을 요구했다김영철 기자[헤럴드경제=김영철 기자] 장애인 권리 예산 보장을 요구하며 출근길 지하철 시위를 진행해온 전국장애인차별철폐연대(전장연)가 30일부터 ‘출근길 시위’를 중단했다30일 이형숙 서울시장애인자립생활센터협의장이 2002년 9월 시청역 지하철 선로로 장애인 활동가들이 내려가 장애인 이동권 증진을 했던 것을 재현하기 위해 쇠사슬이 감긴 철제 사다리를 목에 끼우는 퍼포먼스를 보이고 있다이 회장은 “우리의 20여 년 동안의 외침은 장애인이 감옥 같은 시설이 아닌 지역사회에서 비장애인과 함께 살아가고자 하는 절규”라며 “약속을 지키고자 지하철 시위를 멈췄으니 인수위도 장애인 예산 반영에 대한 약속을 지켜야할 것”이라고 밝혔다전장연은 전날 오전 서울 종로구 경복궁역 내 회의실에서 인수위 사회복지문화분과의 임이자 간사(국민의힘 의원)·김도식 인수위원(전 서울시 정무부시장) 등과 30여 분간 면담을 가진 뒤 지하철 출근길 시위를 중단하기로 결정했다
71,"임태희 ""마음은 이해해도 정치인으로는 선을 넘었다"" 김종인 ""즉흥적인 반응 보이기보다 좀 참고 인내하는 모습 보여야"" 조명희 ""장애인 시위 멈출 수단은 비난 아닌 관련 제도 정비 및 예산 확충 노력""  이준석 ""일반 단체라도 지하철 막는 시위는 실정법 위반[사진=연합뉴스]임태희 대통령직인수위원회 특별고문은 전국장애인차별철폐연대(전장연)의 '이동권 보장 시위'를 비판하며 논란의 중심에 선 이준석 국민의힘 대표에 대해 ""마음은 이해해도 정치인으로는 선을 넘었다""고 지적했다반면 이 대표는 전장연이 불법적인 수단과 불특정 다수의 일반 시민의 불편을 야기해서 목적을 달성하겠다는 잘못된 의식은 버리라며 여전히 강경한 입장을 보였다조명희 국민의힘 원내부대표는 29일 원내대책회의에서 ""비난의 화살을 장애인들에게 돌리기에 앞서 과연 우리 사회가 장애인 보행약자들이 함께 살아가기에 어떤 환경인지를 정확히 진단하고 장애인들의 입장을 잘 살펴볼 필요가 있다""고 말했다사과 안한다""    이준석 국민의힘 대표는 30일 ""만약 장애인 단체가 아니라 진짜 일반 단체라 하더라도 지하철을 막아 세우는 방법으로 투쟁한다면 실정법 위반""이라며 연일 강경한 입장을 보였다이 대표는 BBS라디오 ‘박경수의 아침저널’과의 인터뷰에서 이같이 밝히며 ""전장연이라는 단체가 하는 방법을 보면서 제지해야겠다는 생각을 하게 된 것이, 몇 개월이나 됐는데 정치인들이 장애인 단체의 시위라는 이유로 방치했던 것""이라고 말했다"
72,"그러면서 다음달 20일, 장애인의 날까지 인수위가 명확한 답을 하지 않으면 지하철 시위를 다시 할 것이라고 밝혔습니다(그렇지만) 잘 협의해서 해결을 했으면…"" 단체 측은 인수위가 내달 20일 '장애인의 날'까지 답을 내지 않으면 출근길 시위를 재개하겠다고 밝혔습니다"
73,"전장연, 네번째 삭발 ""사람답게 살고 싶은 외침""'갈라치기' 정치 비판…""장애인단체 간 대립 프레임""이준석 '혐오' 발언 논란…장애인 이동권 주목 '역설'[이데일리 이소현 기자] 장애인 단체가 ‘장애인 권리예산을 보장하라’며 벌인 출근길 지하철 시위를 이준석 국민의힘 대표가 ‘서울 시민을 볼모로 삼은 불법 시위’로 규정하며, 연일 공세를 쏟고 있다장애인의 이동권 보장을 위한 투쟁이 20년이 넘었지만, 정치권의 무응답에 장애인 단체는 ‘나쁜 장애인’을 자처하고 나섰고, 비장애인은 출근길 지하철 연착에 불만이 커져 사회적 갈등이 커지고 있다배재현 전국장애인차별철폐연대 활동가가 4일 오전 서울 종로구 지하철3호선 경복궁역에서 열린 ‘장애인권리예산 인수위 답변 촉구를 위한 결의식’에서 장애인 이동권 및 예산 확보를 위한 삭발을 하고 있다(사진=뉴스1)전국장애인차별철폐연대(전장연)는 4일 서울 종로구 지하철 3호선 경복궁역에서 릴레이 삭발투쟁을 진행했다전장연은 장애인 권리예산 확충을 요구하기 위해서 지난 연말부터 지하철 출근길 시위를 26차례 이어갔다"
74,더불어민주당 청년 당원 모임 '그린벨트'가 지난 1월 출범했다20대 대선에서 윤석열 대통령 당선인과 2위였던 이재명 민주당 후보의 격차는 역대 최소치인 '0그린벨트는 연대를 통해 민주당은 물론 한국 정치에 새로운 바람을 불어넣겠다는 목표로 출범했다/그린벨트 제공청년을 키워야 한다는 문제 제기는 꾸준했지만 실천은 없었다지선을 준비하는 민주당 청년 당원 모임 '그린벨트'는 지난 1월 11일 출범했다지난달 22일 '그린벨트' 측과의 간담회에서 발언하는 박지현 민주당 공동비상대책위장(가운데)
75,"조명희  의원 “비난의 화살을 장애인들에게 돌리기에 앞서 국민의힘이 먼저 귀 기울이고 공감하고 대안 찾아야”국민의힘 원내대책회의에서도 이준석 대표의 장애인 시위 비난 발언을 비판하는 목소리가 나왔다조명희 의원은 29일 원내대책회의 모두 발언에서 ""장애인들의 시위를 멈출 수단은 비난이 아니라 관련 제도 정비 및 예산 확충 노력일 것""이라고 사실상 이준석 대표의 발언을 겨냥했다"
76,"'장애인 이동권' 시위 두고 논란 커져연간 2350만명 이용하는 서울 지하철 3호선일각선 '지나친 피해' 강조하며 강경 대응 요구""우리 무심함 부끄러워 할 일"" 일각선 반발도전문가 ""韓 사회, 그동안 장애인 배제해 왔다""""제20대 대선 이후 재개된 '장애인 이동권' 시위를 두고 이준석 국민의힘 대표가 한 말이다고민정 더불어민주당 의원은 27일 페이스북을 통해 ""이 대표가 여성, 장애인 등 사회적 약자에 대한 태도의 결과치가 이 대표의 발언이 지탄을 받는 이유""라고 꼬집었다김 의원은 28일 서울 경복궁역 3호선 승강장에서 열린 장애인 이동권 보장 시위에 참석하기도 했다현재 전장연 측은 정부를 향해 ▲장애인 이동권 보장을 위한 국비 책임 및 보조금법 시행령 개정 ▲장애인 활동보조를 위한 예산 책정 ▲장애인 평생교육시설 운영비를 국비 책임으로 규정하는 시행령 개정 등을 촉구하고 있는데, 자신들의 메시지를 더욱 강력하게 전달하기 위해 출근길 지하철을 막아선 것이다전국장애인차별철폐연대(전장연) 등 장애인단체 회원들이 28일 오전 서울 경복궁역 3호선 승강장에서 장애인 이동권 보장·장애인 권리예산 반영을 요구하며 출근 시간대 지하철 시위를 하고 있다현행 집회 및 시위에 관한 법률(집시법)에도 집회가 주요 도시 내 교통을 지나치게 방해할 경우 이를 제한할 수 있는데, 장애인 이동권 시위에도 동일한 기준이 적용돼야 하는 게 아니냐는 지적이다하지만 이 시위는 그동안 이동의 자유를 누려본 적 없었던 사람들이 우리와 동일한 권리를 요구하는 것이지 않나""라며 ""이렇게라도 목소리를 내지 않으면 들어주지 않는 우리 사회의 무심함을 부끄러워해야 할 일이지 장애인을 욕할 게 아니라고 생각한다""라고 지적했다장애인 이동권 시위는 올해 기준 20년 넘게 진행되고 있지만, 지하철 역사 승강기 설치·저상버스 보편화 등 교통 약자들을 위한 인프라 보강은 여전히 갈 길이 멀다"
77,"ⓒ 전장연 제공   심상정 정의당 후보가 지난 21일 열린 대선후보 TV토론에서 장애인 이동권 보장에 필요한 예산 확보 필요성을 언급한 후 일단 시위는 멈췄지만, 변한 건 아무것도 없기 때문에 언제 다시 시위를 하게 될 지는 모르는 상황입니다윤석열 후보의 공약이번에는 윤석열 후보의 10대 공약을 보겠습니다장애인 정책은 윤석열 후보의 우선순위에 없는 일이라고 해석할 수밖에 없습니다그래도 대통령이 되겠다는 후보가 장애인 관련한 공약을 전혀 내놓지 않았다는 게 믿기지가 않아서 추가로 윤석열 후보의 선거 공보를 찾아 봤습니다여기의 네번째 항목 ""따뜻한 동행, 모두가 행복한 대한민국""이라는 소제목 아래 ""아동학대 근절을 위한 전방위 시스템 구축"", ""반려동물 치료비 경감 및 보호체계 정비"" 같은 내용과 함께 장애인 관련 공약을 단순 나열해 놓았습니다ⓒ 신나리   심상정 후보의 공약이번에는 심상정 후보의 공약을 보겠습니다"
78,"김예지 국민의힘 의원이 전국장애인차별철폐연대(전장연)의 출근길 지하철 승하차 시위 현장에서 무릎을 꿇고 있다"" 28일 이준석 국민의힘 대표가 이동권 쟁취를 위해 지하철 승하차 시위를 하는 장애인들을 겨냥해서 한 말이다장애인들을 찾아가 길바닥에 무릎을 꿇고 대신 사과한 건 시각장애인 당사자인 김예지 국민의힘 의원이었다나흘간 질타받고도… 李 ""장애인 시위 비문명적"" 이 대표는 28일 당 최고위원회의에서 ""전국장애인차별철폐연대(전장연)가 최대 다수의 불행과 불편을 야기하는 비문명적 관점으로 불법 시위를 지속하고 있다""고 말했다이 대표가 비판한 전장연의 출근길 지하철 승하차 시위는  장애인들의 마지막 호소로, 지난해 말부터 이어지고 있다김예지 의원은 한국일보와의 통화에서 ""민주 사회니 이 대표도 발언할 수 있지만, 그의 발언은 혐오를 조장할 수 있다""며 ""이 대표가 비장애인을 선량한 시민으로 표현했는데, 거꾸로 보면 장애인 단체엔 불량한 이미지가 씌워질 수 있는 말""이라고 지적했다지체장애인인 이종성 국민의힘 의원도 한국일보와의 통화에서 ""이 대표가 장애인의 이동권 보장 문제를 놓고 장애인과 비장애인을 대립 구도로 바라보는 게 걱정스럽다""고 말했다"
79,"하지만 정부는 문재인 대통령 임기 안에는 2차 추경안을 국회에 제출하지 않겠다는 입장인 것으로 알려졌습니다이런 가운데 한미 양국은 최근 북한이 시험발사한 ICBM이 이른바 '괴물 ICBM'으로 불리는 '화성 17형'이 아니라 기존의 '화성 15형'으로 판단한 것으로 알려졌습니다한편 윤석열 대통령 당선인은 대북 대응을 협의하고 한미 공조를 강화하기 위해 다음달 중으로 국민의힘 박진 의원이 이끄는 '한미 정책 협의 대표단'을 미국에 파견하기로 했습니다박종민 기자어젯밤 9시까지 전국에서 발생한 코로나19 확진자는 18만3천여 명으로 일요일 같은 시간대 집계치를 보면 2주 전인 지난 13일 30만명 대 이후 2주 연속 감소세를 보이고 있습니다일일 확진자 수도 지난 17일 62만1천여 명으로 역대 최고치를 기록한 이후 연일 일주일 전 같은 요일 대비 줄어들고 있습니다장애인 지하철 시위 논란 올라탄 이준석연합뉴스전국 장애인차별철폐연대, 전장연은 지난 24일부터 출퇴근길 지하철 시위를 재개했습니다국민의힘 이준석 대표가 이 동영상과 함께 자신의 페이스북에 글을 올리며 논란에 올라탔습니다이 대표는 지난 25일 '장애인 이동권 투쟁이 수백만 서울시민의 아침을 볼모로 잡고 있다'며 경찰과 교통공사가 나서야 한다고 촉구했습니다한편, 이준석 대표와 같은 당인 시각장애인 김예지 의원은 ""장애인 이동권 문제가 정치 영역에서 제대로 다뤄지지 못해 송구하다""며 오늘 전장연 지하철 시위에 동참했습니다"
80,"대중교통수단인 저상버스를 늘리고, 특별교통수단인 장애인 콜택시를 원활하게 이용하게 해 달라는 겁니다”] 결국, 예산이 문제인데 지자체에만 맡기지 말고, 중앙정부가 주도적으로 나서 예산을 확보해 달라는 게  장애인 단체 요구입니다이재명 후보는 법으로 보장된 장애인 이동권을 실현하기 위해  예산이 수반되는 것은 당연하다며 차기 정부에서 관련 예산을 각별히 챙기겠다고 밝혔습니다윤석열 후보는 미국처럼 장애인 권리 예산을 지방보다 중앙정부가 더 책임지는 데 공감한다며, 저상버스와 장애인 콜택시를 확충하겠다고 했습니다심상정 후보는 장애인 이동권 등을 보장하기 위해 교통시설 특별회계에 교통약자계정을 만들어 약 20조 원 규모의 예산을 확보하겠다고 밝혔습니다안철수 후보는 저상버스와 장애인 콜택시를 확대하고, 경증 장애인이 일반택시를 탈 수 있는 교통 바우처를 주겠다고 했습니다"
81,"전국장애인차별철폐연대 관계자들이 24일 서울 지하철 3호선 경복궁역에서 장애인 이동권 보장 등을 요구하며 승차 시위를 벌이고 있다/김현민 기자 kimhyun81@지난해 12월6일 이후 장애인 인권단체는 서울의 지하철에서 시위를 벌이고 있다현재 장애인 이동권 예산은 국비보단 지방자치단체별 재정에 따라 들쑥날쑥하다지난해 기준 서울시의 장애인 이동권 관련 예산은 1298억원이다이 법안이 제정된다면 장애인들은 독립된 주체로 시설에서 벗어나 지역사회에서 살아갈 수 있도록 필요한 서비스를 국가가 제공할 것이다지난해 3월 장애인 거주시설 ‘라파엘의집’에서 직원 15명이 장애인들을 반복적으로 폭행, 학대했다는 사실이 밝혀졌다궁극적 목적은 10년 내로 모든 장애인들이 시설에서 벗어나는 것이다"
82,"서울·인천장애인차별철폐연대와 노들야학 등 장애인권단체 회원들이 지난 22일 낮 서울 지하철 2호선 시청역 승강장에서 이동권 예산 보장을 요구하며 시위를 벌이고 있다[한겨레 프리즘] 이승준 | 이슈팀장2001년 여름, 휠체어를 타는 장애인 대학 친구 ㄱ과 서울 광화문 교보문고를 가기로 했다지하철 5호선 광화문역 승강장에 내렸는데 그때 처음 알았다광화문역 승강장에서 교보문고까지 엘리베이터를 통해 이동할 수 없다는 것을ㄱ은 장애인 리프트 작동을 위해 직원 호출 버튼을 눌렀다장애인단체·시민단체들이 ‘출퇴근 리프트 타기 투쟁’ ‘1인 시위’ 등을 통해 줄기차게 이동권 보장을 요구해 이뤄낸 성과였다비장애인들에게 지하철 운행 지연은 우발적 사건이지만, ㄱ을 비롯한 장애인들에게 이동권 보장 지연은 일상이다지난 23일 심상정 정의당 대선 후보가 이동권 예산 보장을 약속한 뒤 전장연은 시위를 일단 멈췄다‘귀하의 불편은 정부와 정치가 수십년간 방치해서 벌어진 일이라는 것을 증명합니다"
83,"이동권 보장을 요구하는 장애인 단체의 시위가 사회적 갈등으로 크게 확산되자 정치권이 다음 달 임시국회에서 머리를 맞대기로 했습니다20 년 넘게 장애인 이동권 보장을 위해 노력해 왔다는 장애인단체 대표의 말은 귀담아들을 필요가 있습니다장애인들의 지하철 시위 방식에 대해 불편한 반대 여론이 있는 것도 사실입니다지하철 승강기 확대 설치와 저상버스 도입 확대, 장애인 콜택시 운영예산 국고 지원 등입니다또 장애인 평생교육과 활동을 위한 예산과 탈시설 권리예산 등을 보장하라고 요구하고 있습니다"
84,"전국 장애인차별철폐연대 회원들이 20일 오전 서울 종로구 지하철 5호선 광화문역에서 장애인 이동권 보장을 촉구하며 공덕역으로 이동하기 위해 집결하고 있다박 대표는 ""출근길 시민들의 발목을 잡아서 죄송하다""면서도 ""정부, 청와대, 국회에 갔지만 그 누구도 제대로 (장애인 권리 예산에 대한) 책임을 지지 않았다◇전장연의 69일째 이어진 시위…왜?지난해 12월6일 시작된 전장연의 지하철 출근 시위는 13일 기준, 69일째로 아직도 진행 중이다전장연은 ""장애인 권리 예산을 기획재정부가 책임지라""며 휴일을 제외하고 매일 아침 지하철 출근 선전전을 해왔다서울교통공사에 따르면 이 기간 출근길 지하철 운행을 방해한 승하차 시위는 총 15차례 발생했다3/뉴스1 © News1 이광호 기자◇'욕의 무덤' 파묻혀도 권리예산 보장해야""장애인은 욕의 무덤에 파묻힐 권리가 있다이들은 장애인 이동권 보장 외에도 교육권, 노동권, 탈시설 등 기본권을 보장할 수 있는 예산을 반영해달라고 요구하고 있다전장연의 장애인 권리 보장 요구를 위한 시위는 한동안 계속될 것으로 보인다"
85,뉴스1     전국장애인차별철폐연대(전장연)가 29일 오전 서울 지하철 3호선 경복궁역 승강장에서 '삭발투쟁 결의식'을 열고 장애인 권리예산 마련 요구에 대한 대통령직인수위원회의 답변을 촉구했다전장연은 지난해 말부터 28일까지 스물여섯차례 진행한 출근길 승하차 시위를 이날부터 '장애인의 날'인 4월20일까지 잠정 중단하고 매일 1명씩 삭발에 나서는 투쟁을 전개하기로 했다이 대표는 25일부터 페이스북을 통해 '전장연 시위가 서울시민의 아침을 볼모로 잡고 있다'는 주장을 펼쳤으며 전장연은 28일 인수위 측에 이 대표의 사과를 요구한 바 있다
