,기사요약
67,"3개월 시범운행 후 확대될 듯   ▲  지난 5월 열린 국토교통기술대전에 전시된 휠체어가 탑승 가능한 고속버스 표준모델의 리프트를 관계자가 시연을 보이고 있다긴 승하차시간, '휴게소 호두과자' 어렵다   ▲  고속도로 환승휴게소인 정안알밤 휴게소(논산방향)에 휠체어 승하차가 가능한 고속버스 승차장이 마련되어 있다또한 전체 고속버스 2천여 대, 전체 시외버스 7천여 대 중 단 10대의 버스에만 시범적으로 휠체어 고속버스가 운행되는데다가, 장애인의 승하차 여건이 마련되지 않은 터미널이 많아 모든 터미널, 모든 노선으로 확대되기에는 일정 기간이 필요하다는 점도 아쉬운 점이다휠체어 리프트, 고정장치 등을 사용할 줄 아는 기사가 탑승해야 한다는 이유인데, 이는 저상버스 보급률이 높아지듯 휠체어 탑승 가능한 고속버스 수가 증가되어 상시 운행에 이르러야 개선될 것으로 보인다휠체어 이용이 가능한 고속버스 역시 올해를 시작으로 비율이 점차적으로 늘어나 터미널에서 쉽게 만날 수 있었으면 한다"
68,선거광고 안내       음소거00:00 | 00:00 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다찍어주는 재미 ‘크랩(KLAB)’▶ ‘여심야심(與心ㆍ野心)’ 취재기자가 전하는 국회 뒷 이야기▶ 네이버 채널 KBS뉴스 구독!
69,"해제 후 해안 절경 즐기는 명품 산책길 탄생식민지 시절 구리광산 등 아픈 역사 흔적도2022년 트램 도입으로 도시재생 효과 기대부산 남구 이기대 해안길 중 동생말에서는 광안대교와 해운대 마린시트를 한 눈에 바라볼 수 있다부산=전혜원 기자지난 22일 오후 부산 남구 용호동 이기대 해안길이기대 해안길 초입 오륙도를 한눈에 내려다 볼 수 있는 스카이워크에 다다랐다부산 남구 용호동 이기대(二妓臺)부산=전혜원 기자군사보호구역에서 수변공원으로 다시 태어나오륙도를 뒤로 하고 이기대 해안길로 접어들자 해안길 아래 절벽 밑으로 거센 파도가 달려 들었다부산 남구는 2005년 시민들이 편안하게 해안 절경을 즐길 수 있도록 이기대 일부 구간에 5개의 구름다리를 설치한 데 이어 2008년부터 2014년 사이 30억원 가량을 투입해 이기대 해안길 3,950m 구간에 나무 데크 등을 설치하는 연안정비 사업을 펼쳤다이 과정에서 이기대 해안길은 수변공원으로 탈바꿈, 지속적인 관리를 받으면서 군사보호구역에서 공원으로 ‘재생’, 즉 다시 태어난 것이다오랫동안 일반인의 접근이 막힌 탓에 이기대는 청정 해안이자 분지형 자연 습지의 다양한 생태계를 그대로 보존하고 있다이기대 해안길을 걸으며 바다 건너편으로 보이는 광안대교와 해운대 마린시티의 고층 건물군의 풍광은 압권이다관광안내소 관계자는 “주말이면 5,000~6,000명 정도 찾아오고, 평일에도 3,000명 수준을 유지하고 있다”고 말했다부산=전혜원 기자이기대(二妓臺), 일본과의 악연 간직하다이기대 해안길을 걷다 보면 폐광된 구리광산 흔적을 곳곳에 볼 수 있다1호 갱도는 오륙도에서 시작하는 이기대 입구의 반대 쪽 끝 섶자리에 있고, 나머지는 해안길 중간중간에 있다우리나라 최초의 트램이 될 ‘부산 오륙도선’은 2022년부터 운행에 들어간다"
70,"국내 첫 휠체어 탑승 고속버스!버스 업체 10곳이 각 1대씩 만들었는데, 버스 1대에 휠체어 2대를 실을 수 있습니다YTN 김현우[hmwy12@ytn"
71,"장애인 등 교통약자들의 이동할 권리를 보장하는 교통약자 이동편의증진법, 즉 교통약자법이 시행된 지  13년만입니다시행된 지 13년 만에, 휠체어를 탄 사람들도 고속버스를 이용할 수 있게 됐습니다2001년부터 이어져 온 이동권 보장 운동이 18년 만에 빛을 본 순간이지만, 불과 4개 노선에 10대 밖에 없어  턱없이 부족하다는 한계도 지적됐습니다""] 장애인 단체들은 앞으로 5년 안에 휠체어 탑승 가능 고속버스를 50% 까지 늘리고, 일반 시외버스, 마을버스의 저상버스 비율도 현재의 23%에서 대폭 늘려줄 것을 촉구했습니다민정희 기자 (jj@kbs"
72,"국토교통부는 휠체어 탑승 설비를 장착한 고속버스 20대를 현장에 투입해 28일부터 약 3개월 동안 시범운행한다고 17일 밝혔다현재 시내버스는 휠체어가 탑승할 수 있는 저상버스가 많이 보급돼 있지만, 시외버스와 고속버스 등은 입석이 없는 좌석제이고 장거리 운행을 주로 해 휠체어를 타고 버스를 이용할 경우 휠체어를 짐칸에 실어야 했다휠체어 탑승 가능 고속·시외버스 시승회(서울=연합뉴스) 임헌정 기자 = 19일 서울 종로구 광화문 광장에서 열린 휠체어 탑승이 가능한 고속·시외버스 시승회에서 한 장애인이 탑승 체험을 하고 있다내년부터 장애인도 휠체어 타고 고속버스 탈 수 있어요(서울=연합뉴스) 임헌정 기자 = 19일 서울 종로구 광화문 광장에서 열린 휠체어 탑승이 가능한 고속·시외버스 시승회에서 한 장애인이 탑승 체험을 하고 있다"
73,"전장연 ""내년 예산증액 없어…구체적 로드맵 있어야""오늘부터 3개월간 서울·부산·강릉·당진 시범운행전국장애인차별철폐연대가 28일 오후 서울 서초구 반포동 강남고속버스터미널 경부선 광장에서 정부의 '제3차 교통약자 이동편의증진계획' 아래 추진 중인 '휠체어 탑승가능 고속버스' 시범사업을 반기면서 ""교통약자법 가치를 예산 문제로 훼손하지 말라＂고 기자회견을 열고 있다28/뉴스1 © News1 황덕현 기자(서울=뉴스1) 황덕현 기자 = 전국장애인차별철폐연대(전장연)가 정부의 '제3차 교통약자 이동편의증진계획' 아래 추진 중인 '휠체어 탑승가능 고속버스' 시범사업에 환영하면서도 기획재정부에 ""교통약자법 가치를 예산 문제로 훼손하지 말라""고 주장했다전장연은 28일 오후 서울 서초구 반포동 강남고속버스터미널 경부선 광장에서 기자회견을 열고 이같이 밝혔다"
74,"대구시는 이번 평가에서 대중교통 서비스 부문 중 대중교통 서비스 향상, 대중교통 안전성 제고, 대중교통 쾌적성 향상, 교통약자 및 소외지역 편의증진 등 4개 지표에서 1위를 차지했다또 대중교통 행정 및 정책지원 부문 중 계획수립, 교통수요관리 노력, 대중교통 우수시책 발굴 부문에서도 1위를 차지했다그 동안 대중교통 시책평가에서 대구시는 7개 특·광역시중 2007년 2위 외에는 대부분 4~5위를 차지했지만 지난 2년간 ‘친절기사를 찾아라’ 등 다양한 대중교통 시책을 추진해 국토교통부로부터 좋은 평가를 받은 것으로 대구시는 분석했다"
75,"경찰기동대 수소전기버스 © News1 이광호 기자(서울=뉴스1) 김상훈 기자,박종홍 기자 = ""기존 '기대마'(기동대 버스 별명)와는 차원이 달라요수소전기버스는 주행 중 이산화탄소를 비롯한 오염물질이 전혀 배출되지 않아 차세대 친환경 교통수단으로 주목받고 있다, 경찰은 지난 10월31일부터 현대자동차의 경찰 수소전기버스 운용을 시작해 광화문 인근 미국 대사관과 국회 경비대에 각각 1대씩 배치했다◇ 1회 충전에 450㎞…소음·진동 없어 ""모노레일 타는 듯""지난달 28일 오전 서울 광화문 광장 인근 미국 대사관에 배치된 수소전기버스는 멀리서도 한눈에 알아볼 수 있었다경찰기동대 수소전기버스 운행모습© News1 이광호 기자경찰 협조를 얻어 광화문에서 시청까지 버스에 동승하는 동안 소음과 진동이 느껴지지 않을 정도로 승차감이 우수했다동승한 한 기동대원은 ""일반버스는 크고 경유버스라 소음이 심한데 수소전기버스는 모노레일 타는 듯한 느낌""이라며 ""소음이나 진동이 전혀 없다""고 말했다광화문과 여의도에 각각 1대씩 배치된 수소전기버스는 이틀에 한 번씩 국회 수소충전소에서 충전을 하고 있다경찰기동대 수소전기버스 내부 © News1 이광호 기자경찰은 향후 10년 안에 대부분의 경찰버스를 수소전기버스로 바꿀 계획이다지난 9월12일부터 부산 1호 수소전기버스를 운전하고 있는 대도운수 77번 운전기사 김정용씨(67)는 ""피로도면에서 기존 압축천연가스(CNG) 버스를 몰 때와는 차원이 다르다""고 말했다김씨는 ""전에는 종점에서 차에서 내릴 때 허리도 뻐근했는데 수소전기버스를 운행한 뒤에는 그런 느낌이 사라졌다""며 ""3시간 운전해도 피로감이 없다""고 말했다(대도운수 제공)© 뉴스1award@news1"
76,"장애인 의무고용률을 높이고, 활동지원 급여를 시비로 추가 지원한다장애인의 자립과 사회참여를 높이고, 가족의 돌봄 부담을 줄이기 위해 중증장애인 24시간 활동보조지원을 하고 장애인활동지원 시비 추가사업을 대상자별 월 20~120시간에서 월 최대 330시간까지로 늘린다저소득 장애인의 생활안정을 위해선 오는 4월부터 장애인연금 급여액을 최고 33만원에서 38만원으로 인상한다이와 함께 시는 올해부터 지역 장애인 등 교통약자들이 스마트폰으로 저상버스를 이용할 수 있도록 예약서비스를 제공한다"
77,"【부산=뉴시스】 하경민 기자 = 그랜드코리아레저(GKL)는 30일 부산 부산진구종합사회복지관에서 설을 맞아 지역의 홀로 어르신 300명을 초청, 산양삼을 더한 건강 산삼 떡국과 각종 전 등으로 구성된 설 음식을 대접했다고 밝혔다GKL 유태열 사장은 ""설을 맞아 부산지역 홀로 어르신들의 무병장수를 기원하기 위해 이번 행사는 마련했다""며 ""앞으로도 지역사회와의 상생을 통해 소외 받는 이웃이 없도록 공공기관으로서의 사회적 책임을 다하는데 아낌없는 지원을 하겠다""고 밝혔다"
78,"16일 업계에 따르면 에디슨모터스와 수원여객은 최근 100대 규모의 전기버스 공급에 합의하고, 우선 초도물량 10대 공급계약을 체결했다에디슨모터스 전기버스 e-화이버드국내 단일 운수업체로 가장 많은 전기버스 보유 물량이다에디슨모터스가 공급하는 전기버스 'e화이버드(e-Fibird)'는 저상용 버스로 제작됐다수원여객은 환경부 전기버스 보조금(1억원)과 국토부 저상버스 보조금(1억원)에다, 수원시의 추가 보조금(5000~6000만원)까지 합쳐 1억원대에 구매하게 된다"
79,저상버스[연합뉴스 자료사진](부산=연합뉴스) 김상현 기자 = 올해부터 부산지역 장애인 등 교통약자는 스마트폰으로 예약해 저상버스를 이용할 수 있게 된다부산시는 올해부터 교통약자 이동 편의를 위해 '저상버스 예약 시스템' 서비스를 제공한다고 2일 밝혔다
80,4%로 상향 등 올해부터 장애인 복지 시책 확대장애인연금 급여액 4월부터 인상… 발달장애 학생에 돌봄바우처 지급저상버스 앱을 통해 서비스 이용 문자 연락을 받은 시내버스 운전사가 휠체어를 탄 장애인 교통약자에게 탑승 서비스를 시행하고 있다부산시 제공부산시는 올해 장애인 복지 시책을 확대해 ‘시민 모두가 행복한 도시 부산’ 만들기에 힘을 쏟는다먼저 이달부터 장애인 의무고용률을 높인다장애인 청년에게 적합한 일자리를 제공하기 위해 인턴 및 현장매니저 지원사업과 맞춤형 피트니스 전문가 양성 과정도 운영한다3월부터 성인 발달장애인을 대상으로 주간활동 서비스를 월 40시간에서 88시간으로 늘린다이로 인해 장애인이 장애심사를 다시 받거나 장애인 등록증을 새로 발급받을 필요는 없다장애인 등 교통약자의 이동권을 보장하기 위해 1일부터 승하차 이용이 쉬운 ‘저상버스 예약 시스템’도 운영한다
81,15㎞ 노선으로 이번 실증노선 대상은 경성대·부경대 역에서 이기대 어귀 삼거리까지 1200∼250명이 정원인 트램 열차 5량이 투입될 예정으로 경성대·부경대 역에서 이기대 어귀 삼거리까지 19㎞ 구간을 지나는 데 걸리는 시간이 30분인데 트램이 들어서면 3분의 1수준으로 줄어드는 셈이다배기가스 배출이 없는 환경적 특성 때문에 이미 전 세계 400여개 도시에서는 트램을 운행하고 있다트램은 도시철도와 달리 별도 교각이나 전선이 필요 없기 때문에 공사비가 2∼3배가량 저렴하고 공사 기간이 짧다는 장점을 가졌다
82,"국내엔 아직 휠체어 탑승가능한 시외·고속버스 없어십수년째 아버지 납골당 찾지 못하는 안타까운 사연도교통약자법 개정…국토부 휠체어 탑승 버스 개발중장애인들 ""운송사업자 도입 의무조항 없어 걱정""지난달 31일 오후 서울 용산역에서 인터뷰 중인 뇌병변 1급 장애인 이흥호(49)씨(사진=신중섭 기자)[이데일리 신중섭 기자] “내년 설날엔 저도 편하게 버스를 타고 고향에 갈 수 있을까요?”부산에 살고있는 뇌병변 1급 장애인 이흥호(49) 씨가 설 연휴에 고향 세종시 조치원으로 갈 수 있는 방법은 기차밖에 없다설 명절 연휴를 하루 앞둔 1일 오전 서울 서초구 서울고속버스터미널 승강장에서 국토교통부의 휠체어 탑승 가능 고속버스 시승 행사에 참여한 장애인이 휠체어에 탄 채 리프트를 이용해 버스에 탑승해 안전 장치를 고정하고 있다2014년부터 시작된 투쟁 끝에 지난 2017년 9월 추석, 김현미 국토교통부 장관은 ‘장애인 이동권 민관협의체 구성’을 약속했고 지난해 1월 장거리 버스에 휠체어 탑승 시설을 설치할 근거가 추가된 ‘교통약자의 이동편의 증진법’ 개정안이 국회 본회의를 통과했다국토부는 지난해 휠체어 사용자가 이용 가능한 고속·시외버스 도입을 위해 지난 2017년 4월부터 올해 9월까지 ‘휠체어 탑승설비 장착 고속·시외버스 표준모델 및 운영기술’을 개발한다고 밝혔다또, 통과된 교통약자법 개정안도 운송사업자가 휠체어 탑승설비를 버스에 설치해야만 한다는 의무조항을 담고 있지 않아 사업자들이 자발적으로 버스를 도입할 가능성은 낮을 것이라는 지적도 있다"
83,국토부 저상버스 보급 계획 확정부산 88대 중 45대 전기·수소차특히 올해부터는 전기·수소버스 구매를 유도하기 위해 전기·수소버스 구매시 환경부의 친환경 보조금 1억 원과 함께 1억 9000만 원을 지원한다또 전기·수소 저상버스 수요(354대)를 우선 배정하고 압축천연가스(CNG)·디젤 버스는 나머지 예산 범위 내에서 배정했다
84,"그것을 ‘W’라고 칭한다] 제삼열, 윤현희 부부[스포츠서울 배우근 기자] 볼 수 없는 남편과 걷지 못하는 아내의 위태롭고 짜릿한 유럽여행두 사람은 여행을 좋아한다제삼열, 윤현희 부부의 여행은 시작부터 다르다◇유럽의 소리앞이 보이지 않는 제삼열 교사는 소리 못지 않게 냄새가 인상적이라고 했다그런데 소리만큼 냄새가 이색적이었어요서울도 큰 불편은 없는데, 보도블록을 보면 올라가는 경사면은 있는데 내려가는 곳이 없는 경우가 간혹 있어요그런데 유럽에선 아예 기사님이 버스 시동을 꺼요스크린도어 덕분에 많은 시각장애인들이 지하철을 편하게 이용하고 있어요큰 건물이나 공공기관엔 장애인 화장실도 다 있어요◇볼 수 없는 남편과 걸을 수 없는 아내의 여행1만 5000㎞를 날아 런던 히드로 공항에 도착하자마자 받은 도움의 손길휠체어에 탄 윤현희씨는 모니터가 보이지 않았지만, 그녀의 도움으로 무사히 카드 발급과 충전까지 마칠 수 있었다한국에선 많은 사람들이 이들 부부를 향해 “몸도 불편한 사람끼리 무슨 결혼”이라며 우려를 표시했다그러나 히드로 공항에서 만난 그녀는 편견없이 이들을 축하했다그녀의 들뜬 반응에서 서로 말은 잘 통하지 않았지만, 부부는 진심을 느꼈다◇W, 서로에게 꼭 필요한 존재세상엔 많은 사람들이 있다제삼열, 윤현희 두 사람은 많은 사람들 중에서 운명처럼 만나 사랑하고 부부의 연을 맺었다그래서 부부는 말한다하지만 우리 부부는 말도 통하지 않는 곳에서 함께 여행하며 느꼈어요”“한국에선 부모, 친구가 있어 도움을 청할 수 있어요그러나 유럽에선 오롯이 둘만 있었어요불편한 몸이지만, 두 사람은 하나가 되어 여행을 계속하고 있다제삼열, 윤현희 부부는 장애 1급이지만, 사랑과 행복도 1급이다com]  Copyright ⓒ 스포츠서울&sportsseoul"
85,"15㎞ 노선으로 이번 실증노선 대상은 경성대·부경대역에서 이기대 어귀 삼거리까지 19㎞ 구간을 오가는 데 10분가량이 걸릴 것으로 예상된다9㎞ 구간을 지나는 데 걸리는 시간이 30분인데 트램이 들어서면 3분의 1 수준으로 줄어드는 셈이다국내에서 트램을 도시철도망 계획에 포함해 추진하는 지자체는 많지만 실제로 승인받아 운행하는 곳은 아직 없다부산시 관계자는 ""이달 중 한국철도기술연구원과 양해각서를 체결하고 도시철도 기본계획, 실시설계 등 실증노선 건설에 들어가 2022년 이후 상용 운영할 계획""이라고 말했다"
86,【전주=뉴시스】윤난슬 기자 = 전주시의회 의원연구단체인 생태교통연구회가 12일 충북 오송에 있는 한국철도시설공단 오송기지를 방문해 무가선 트램시설에 대한 설명을 듣고 있다【전주=뉴시스】윤난슬 기자 = 전주시의회 의원연구단체인 생태교통연구회가 12일 충북 오송에 있는 한국철도시설공단 오송기지를 방문해 트램 관련 시설을 둘러보고 기념사진을 찍고 있다
87,"10일 대구시에 따르면 시는 이달 25일 오전 5시30분 첫 차부터 시내버스 503번과 730번 노선에 전기버스 10대를 투입한다전기버스 운행을 위한 충전시설 4기도 각 차고지에 구축 중이다우진산전의 전기버스 아폴로1100/사진제공=대구시현재 대구에서 운행 중인 시내버스 차량은 1,598대로 모두 천연가스(CNG)를 연료로 사용한다대구시 관계자는 “대기오염이 확산되면서 전국 지자체들이 앞다퉈 전기시내버스 도입·확대에 나서고 있다”며 “다만 수소버스는 충전 인프라 때문에 도입이 더딘 실정”이라고 말했다"
88,대구시는 4일 “오는 25일 새벽 5시30부터 전기 시내버스 10대가 운행을 시작한다이를위해 18∼22일 대구시내 일부 구간에서 시범운행할 예정이라”고 밝혔다전기시내버스가 다니는 대구시내 구간은 성서산단∼영대병원∼대구역∼서변동을 오가는 503번과 동명∼만평역∼건들바위∼대덕맨션을 운행하는 730번 노선이다
89,"대구시, 25일 첫 차부터 503번·730번 노선에 10대 투입가격 비싸지만 에너지 효율 높고 대기오염물질 배출 안해        [김근우 기자 gnu@imaeilcom] 현대차 전기버스 일렉시티대기오염 물질을 전혀 배출하지 않는 전기버스 도입으로 초미세먼지 등 심각한 대기질 문제를 해결하는데 도움이 될 것으로 대구시는 기대하고 있다대구시는 이달 25일 오전 5시 30분 첫 차부터 시내버스 503번과 730번 노선에 전기버스 10대를 투입한다고 6일 밝혔다"
90,횡단보도에는 음향신호기·투광기 설치 저상버스[국토교통부 제공](부산=연합뉴스) 박창수 기자 = 부산시가 장애인이나 노인 등 교통약자 이동권을 보장하기 위해 두리발과 저상버스를 확대하기로 했다시는 또 올해 81억원을 투입해 저상버스 88대를 증차하는 것을 시작으로 내년까지 총 357억원을 들여 357대를 추가로 늘릴 방침이다늘어난 장애인 편의시설(CG)[연합뉴스TV 제공]    야간 가시거리를 높일 수 있는 횡단보도 투광기도 2022년까지 22억원을 들여 2천700여곳에 설치한다
91,버스 4~5대 대체 효과[ 이해성 기자  ] 전선이 없는 노면전차(무가선 저상트램) 개발이 시작됐다한국철도기술연구원은 10일 무가선 저상트램 실증노선 구축을 위한 공개설명회를 열었다무가선 저상트램은 기존 트램이나 일반 지하철과 달리 차량 위에서 외부 전력을 공급받는 전력집전장치(팬터그래프)가 없다이번 무가선 저상트램 개발은 국토교통부 연구개발(R&D) 사업으로 철도연이 주관한다
92,"전문가들 역시 지속가능한 대중교통으로 자리 잡기 위해서는 설계부터 운영까지 고려해야 할 과제가 많다고 지적했다전문가들 역시 트램 도입으로 지역에 긍정적인 효과가 기대되지만 이를 위해서는 고려해야 할 사항이 많다고 강조했다특히 이번 공모 사업이 일부 구간에만 트램을 설치해 효과와 성과를 판단하기 위한 '실증' 사업인 만큼 긍정적인 성과를 내기 위해 설계부터 운영까지 세심한 주의가 필요하다고 말했다동아대학교 도시계획공학과 김회경 교수는 ""트램 도입 자체는 분명 지역에 긍정적인 영향을 미칠 것으로 기대되지만, 도입과 운영 과정에서 고려해야 할 사항이 상당히 많다""며 ""특히 지속가능한 대중교통 수단이 되기 위해서 관련 예산 확보가 필수적이며 주변 교통흐름 개선 방안, 접근성 개선과 안전성 확보 등 설계와 운영에 고민이 필요하다""고 말했다이에 대해 부산시 관계자는 ""이미 실효성과 영향평가 등에서 긍정적인 결과가 나와 최종사업지로 선정된 것""이라며 ""조만간 관계 기관 협약 체결을 비롯해 순서대로 사업을 진행할 예정이다"
93,"가용토지가 넓고 인구가 중·저밀도인 국가들도 기존 교통체계를 녹색교통체계로 전환해 대중교통 이용을 도시발전의 원동력으로 삼고 미래세대가 사용할 사회적 자원 사용을 줄이고 있는 추세이다최근 심각한 사회문제로 대두되고 있는 미세먼지를 줄이기 위한 방편으로 교통부문에서 자동차 이용을 억제하는 정책이 핵심과제로 부상하고 있다부산시는 기존 교통체계를 도시철도 중심의 대중교통체계로 전환해 친환경적이면서 효율성이 높은, 지속가능한 교통체계로 활성화시키기 위해 민선 7기 대중교통 혁신계획을 수립해 선포했다또한 공무원들이 솔선수범하여 대중교통을 이용하도록 함으로써 미세먼지를 줄이고 ‘대중교통이 편리한 부산’ 구현을 위해 ‘매월 넷째 주 수요일 대중교통 이용의 날’에 부산시청사 주차장을 전면 폐쇄하고, 이 정책을 부산시 산하 사업소, 공사·공단, 구·군까지 확대해 나갈 것이다"
94,"김두일 정책사회 선임기자토종 전기차 자존심 지키는 강영권 에디슨모터스 회장을 만나다중국차와 가격경쟁도 거뜬세계에서 가장 튼튼한 모터 사용 자신마력수에서 1에디슨차 강영권 회장은 지난 16일 본지와 인터뷰에서 전기시내버스 가격을 대당 3억6500만원(320㎾ 모터 204kwh 배터리 장착 전기저상버스를 9년 사용 후 반납 조건으로 2000만원 할인, 100대 구매계약 조건으로 1000만원 할인)대의 파격적 가격에 공급하겠다는 판매방침을 제시했다에디슨차는 차체를 유리섬유와 카본섬유 결합재를 수지에 함침시킨 탄소섬유 강화 프리프레그 복합재를 135도 이상의 온도에서 성형해 제작한다때문에 차체는 고강도, 고강성, 스틸 차체 대비 2▲서울시내버스 운수업체인 도원교통과 서울승합은 에디슨 모터스(5대), 현대차(14대), 또 중국업체인 하이거(10) 이렇게 세 군데를 우선 협상대상자로 선정해 전기 시내버스를 시험운행하고 있다종합적인 판정결과로 보면 에디슨차 전기시내버스를 시험운행하고 있는 서울승합은 (중국 하이거차나 현대차보다) 에디슨차의 연비가 7% 정도 좋게 나왔다고 전해듣고 있다튼튼하고 가벼운 복합소재를 차체로 사용했기 때문에 당연한 결과다▲저희 차는 지금 204㎾ 배터리, 320㎾ 모터를 달고 차체를 복합소재로 만든 차가 실제 가격은 3억9500만원 정도다때문에 사실상 대당 가격은 3억5500만원이다그렇지만 차를 구입할때 당장 할인해 달라면 이자 문제가 있으니까 2000만원을 할인해드릴 수 있다서울시는 조만간 또 한차례 전기시내버스 100대 공급자 선정을 앞두고 있는데, 서울시가 앞으로 3년 동안 에디슨차 100대를 구매한다는 약정을 해준다면 이 같은 가격에 할인해드릴 생각이다그렇지만 현재 운행 중인 하이거 차는 전기시내버스 내부는 8인이 앉을 수 있는 좌석 4개를 없애버려 내부가 너무 좁고 답답하다우리차는 27석인데, 차 길이는 똑같이 11m지만 뒤에 배터리를 싣는 공간 때문에 차 내부는 9m밖에 안된다이런 문제점 때문에 저희 차가 오히려 저렴하다여기에 가볍고 튼튼한 복합소재를 쓰고 있어 우리 차하고는 비교가 안된다앞에서 말한 복합소재, 카본파이버로 차를 만들기 때문에 가능한 거다경쟁사는 자체가 금속소재이기 때문에 이런 디자인이 나올 수가 없다"
95,"전기트럭, 무부하상태시 100km 주행 가능(지디넷코리아=조재환 기자)국내기업 ‘에디슨모터스’가 2일 개막한 ‘EV트렌드 코리아 2019’에서 주력 모델인 New e-FIBIRD(화이버드)와 전기트럭, 생산기술연구원과 공동 개발한 MSO-Coil 그리고 계열사인 에디슨테크에서 자체 개발한 배터리 팩 및 BMS 시스템을 선보였다New e-FIBIRD는 안정성과 기술력을 인정받은 저상 전기버스 e-FIBIRD 후속모델로 배터리 용량은 136kWh, 204kWh, 272kWh 3가지 옵션이 있다또한 New e-FIBIRD 9"
96,"15일 국토교통부와 버스업계 등에 따르면 정부는 현재 서울 등 8개 지자체가 도입 중인 준공영제 대상 버스를 늘리는 방식으로 버스기사 처우를 개선하기로 했다지자체가 관할하던 일반광역버스를 중앙정부가 직접 관할하고, 광역직행버스(M버스)를 포함한 지자체 관할 모든 광역버스에 대해 준공영제를 추진키로 했다2004년부터 준공영제를 시행하고 있는 서울시는 기사의 노동조건 등 다방면에서 다른 지자체에 비해 앞서 있다는 평을 들어왔지만, 이를 유지하는 데는 수천억원 규모의 세금이 쓰이고 있다한편 경기도는 14일 4종류의 시내버스 중 일반형 버스는 200원, 직행좌석형 버스(광역버스)는 400원 각각 요금을 인상하기로 했다고 발표했다15일 전국 지자체에 따르면 서울시 버스 노사는 임금 36% 인상과 2021년까지 정년 만 61세에서 63세로 단계적 연장, 이달 만료되는 학자금 등 복지기금 5년 연장 등 조건에 합의했다버스 회사가 적자를 내면 지자체 재정으로 보전해주는 준공영제를 운영하고 있는 서울시는 추가 예산 지원이 불가피하게 됐다27% 각각 인상하고, 정년을 현 61세에서 63세로 연장하는 선에서 합의했다울산 버스 노사 역시 이날 오전 임금을 7% 인상하되 올해 1월부터 소급적용하고 내년부터는 정년을 현 만 61세에서 63세로 연장하기로 했다부산 시내버스 노사는 3% 임금 인상과 교대근무를, 창원은 임금 4% 인상과 함께 준공영제 시행 후 정년을 현행 60세에서 63세로 연장, 공휴일·학자금 지원 확대에 합의했다"
