,기사요약
이들은 ""전국에 운행되고 있는 9574대의 고속·시외버스 중 서울과 경기를 오가는 광역버스 40대만 장애인이 이용할 수 있는 저상버스""라며 ""이는 장애인의 이동권을 제한하는 것으로 정부의 정책 변화를 촉구한다""고 밝혔다
전장연에 따르면 국토교통부는 지난해 교통약자의 고속버스 접근권 확보를 위한 시범사업 예산 16억원을 편성했지만 정부 최종예산안에 반영하지 못했다
또 2016년 예산안에 포함된 '저상버스와 장애인 콜택시' 관련 금액은 404억원으로 올해 예산 405억원과 같다고 밝혔다
이들은 ""지난 7월10일 '교통약자'들이 시외버스, 고속버스에 저상버스를 도입하는 등 교통편의를 제공해달라는 소송에서 일부승소했다""며 ""장애인의 시외 이동권이라는 정당한 권리 보장을 위해 계속 노력하겠다""고 밝혔다
기자회견을 마친 이들은 광주와 부산, 경기도, 충청북도 등 전국 각지에서 동시다발적으로 '버스타기' 퍼포먼스를 펼치는 한편, 김순석씨의 31주기 추모제를 열 예정이다
ickim@▶ 뉴스1 100% 무료 만화 서비스 오픈!![© 뉴스1코리아(news1
"

26,"장애인에 대한 취업과 직업 훈련, 운전면허취득, 차량개조 정보를 한 곳에서 얻을 수 있는 '장애인 자가운전 및 취업지원을 위한 통합서비스'가 본격 시행된다
이에 따라 장애인의 취업과 출퇴근 환경이 한층 개선될 것으로 보인다
국립재활원과 한국장애인고용공단, 도로교통공단은 15일 서울시 서초구 소재 aT센터에서 '장애인 자가운전과 취업지원 확대를 위한 3자간 업무협약'을 체결한다고 밝혔다
협약에 따라 국립재활원과 도로교통공단은 한국장애인고용공단이 의뢰한 장애인에게 운전면허 취득과 도로연수 교육을 지원한다
또, 장애인고용공단은 나머지 두 기관이 의뢰한 장애인의 장애 특성에 따른 차량개조를 지원하고 취업·직업 재활훈련 등도 알선할 예정이다
기존에는 각각의 업무마다 기관을 찾아가 별도로 신청해야 했지만 앞으로는 협약을 맺은 기관 중 한 곳에서만 신청해도 모든 서비스를 이용할 수 있게 된다
일례로 장애인고용공단의 서비스를 이용하는 장애인이 운전(면허, 적응) 교육이 필요할 경우 국립재활원이나 도로교통공단 운전면허시험장의 중증장애인운전지원센터(서울, 경기, 대전, 부산, 전남)의 운전면허취득교육, 면허취득지원서비스를 제공 받을 수 있다
또, 운전(면허, 적응) 교육을 받고 있는 장애인이 취업이나 차량개조서비스가 필요할 경우 장애인고용공단 18개 지사를 통해 취업지원(취업알선, 직업훈련)과 차량개조를 위한 차량용 보조공학기기 지원 서비스를 이용할 수 있게 된다
이성재 국립재활원장은 ""장애인이 취업에서 운전교육과 차량개조까지, 정보와 관련 서비스를 원스톱으로 받을 수 있게 됨으로써 장애인의 이동권 확충 등에 기여할 것""이라고 전했다
박승규 한국장애인고용공단 이사장은 ""원스톱 통합서비스 협력체계 구축으로 장애인이 보다 편리하게 서비스를 이용할 수 있기를 기대한다""며 ""앞으로 정보 부재로 서비스를 받지 못하는 장애인이 없도록 정부3
0 정책을 지속적으로 추진하겠다""고 밝혔다
장애인 자가운전 및 취업지원을 위한 통합서비스는 한국장애인고용공단 18개 지사(1588-1519), 국립재활원(02-901-1553), 도로교통공단 중증장애인 운전지원센터(1577-1120) 등 기관별 전화 상담이나 방문을 통해 이용 가능하다
이규복 기자 kblee341@sportschosun
com한국장애인고용공단 홈페이지 중
▶제37회 청룡영화상, 독자 여러분을 초대합니다
- Copyrightsⓒ 스포츠조선(http://sports
"

27,"사진=SBS 방송캡처프리미엄 고속버스가 본격적인 운행에 들어가는 가운데 세간의 반응 역시 잇따르고 있다
국토교통부는 프리미엄 고속버스 서울∼부산(1일 왕복 12회), 서울∼광주(1일 왕복 20회) 노선에 대한 정식 운행에 나선다고 25일 밝혔다
프리미엄 고속버스 ‘유니버스 프레스티지’는 고객들의 고급 버스 수요를 충족시키기 위해 편의시설과 서비스를 보완해 개발된 차량이다
이 버스는 우선 21인승(우등고속버스 28인승)으로 안전하고 안락한 좌석, 개별 모니터 등의 편의시설을 갖춘 것이 특징이다
또 승객 사생활 보호를 위해 좌석별 보호쉘과 옆좌석 가림막 등을 설치해 좌석별로 독립 공간을 구성했다
특히 각각의 좌석에는 최대 160도까지 기울어지는 전자동 좌석 조정과 방향 조절식 목 베개, 개인 테이블, 독서등, USB 충전단자 등이 적용돼 승객에게 고품질의 편리를 제공한다
이같은 프리미엄 고속버스의 요금은 우등고속버스 대비 1
3배가 적용된다
한편 같은날 오전 10시 전국장애인차별철폐연대는 서울 강남구 센트럴시티 호남선 고속버스 터미널에서 장애인용 저상버스 도입 확대 등 이동권 보장을 촉구하기도 했다
이러한 가운데 많은 네티즌들은 한 포털사이트상에 ""1
3배 수준이면 적절한 가격인듯(wjd*****)"", ""일반이나 우등이나 별반 차이 없어서 짜증났는데 기대됩니다(a49*****)"", ""우리 모두가 예비 장애인입니다
언제 어떻게 될 지 모르지만 최대한 장애인을 배려하는 사회가 진정한 선진국으로 가는 길이라고 생각합니다
"

28,"장애인 단체 '차별 철폐 투쟁결의대회'도 열어    (전국종합=연합뉴스) 제36회 장애인의 날인 20일 전국 곳곳에서 장애인 인권을 강조하는 기념식이 열렸다
'차별 철폐'를 촉구하는 장애인 단체의 목소리도 잇따랐다
강원도는 이날 오전 강원대학교 백령아트센터에서 '장애인의 날 기념식 및 강원도 장애인복지대상 시상식'을 열었다
'장벽은 더 낮게!애정은 더 크게!인권은 더 높게!'를 슬로건으로 내건 행사에는 최문순 지사를 비롯해 기관장, 장애인과 가족, 사회복지사 등 1천500여 명이 참석했다
지체장애 1급과 혈우병을 앓으면서도 봉사를 실천한 장애인 등이 상을 받았고, 장애인들의 노래와 춤 공연 등이 이어졌다
인천종합문화예술회관에선 인천시 장애인재활협회 주관으로 기념식이 열려 유공자 21명을 표창하고 인권헌장을 낭독했다
야외 마당에서는 장애인 생산품 판매, 자세유지기구 전시 체험 등 다양한 프로그램으로 '한마당 축제'가 열렸다
대전시청 대강당과 남문광장에선 '같은 시선으로, 같은 생각으로 모두가 함께하는 행복한 삶'을 주제로 기념행사가 열려 장애·비장애 청소년으로 구성된 합창단과 대전시각장애인협회 광신농악풍물단 등이 난타 공연을 선보였다
대구시민체육관과 부산 강서체육공원에서도 기념식과 함께 장애인 무료 진료, 보장구 무료 수리, 네일아트 체험 행사, 콘서트 등이 펼쳐졌다
경남에서는 지자체별로 장애인복지증진대회와 공연이 마련되고, 충북도 기념식에서는 육군 37보병사단 군악대 공연과 마술공연이 펼쳐지기도 했다
경기도는 기념식을 열고 공무원 수화공연, 장애 극복 수기 발표 등을 가졌다
서울 여의도 63빌딩에서 열린 기념식에는 박근혜 대통령이 영상 메시지를 보내 ""정부는 장애인과 비장애인 모두가 자신의 능력을 마음껏 펼칠 수 있는 사회를 만드는 데 최선을 다할 것""이라고 말했다
기념식 한 편에서는 장애인 인권 보장과 차별 철폐를 바라는 행사도 열렸다
광주장애인차별철폐연대, 광주장애인교육권연대 등은 광주시교육청 앞에서 기자회견을 열고 ""오늘은 '장애인의 날'이 아니라 '장애인 차별철폐 투쟁의 날'이다""고 강조했다
단체들은 ""장애인에게 교육이란 사회의 구성원으로서 비장애인과 연립할 수 있게 하는 중요한 수단""이라며 ""법에 보장된 최소한의 교육 권리를 보장하라""고 요구했다
이들은 공립특수학교 신설 계획 공개·실행, 특수학교 노후시설 전면 보강, 장애학생 평생교육 지원 강화, 장애학생 건강관리 체계 구축, 특수교육 보조 인력 증원, 장애학생 인권보호 강화 등 6가지 요구안을 제시했다
울산에서도 울산장애인차별철폐연대가 시청 앞에서 '장애인차별철폐 투쟁결의대회'를 열고 발달장애인 자립지원 확대, 폭력 피해 장애인 지원 체계 강화, 인권 사각지대에 방치된 장애인 실태조사와 대책 수립 등을 요구했다
"

29,"17일 장애인 보행 시민 체험행사    (부산=연합뉴스) 이종민 기자 = 부산 최고 번화가인 서면은 장애인에게는 지옥과도 같은 곳이다
다니는 사람들은 많지만 보행로는 좁고, 횡단보도도 거의 없기 때문이다
부산참여자치시민연대와 부산장애인차별철폐연대는 장애인의 날(4월 20일)을 앞두고 17일 부산 서면에서 장애인 이동권 확보를 촉구하는 대대적인 체험행사를 벌인다
시각, 지체 장애인을 포함해 60여 명으로 구성된 체험단은 이날 오후 2시 서면 쥬디스 태화 일원에서 장애인 보행 체험을 한다
휠체어를 타거나 눈을 가린 채 흰 지팡이를 짚고 실제 서면 일대를 돌며 장애인들이 겪는 불편을 체험한다
체험단은 서면 쥬디스 태화에서 출발해 대중교통 전용지구(경남공업고등학교 앞 사거리)∼부전 도서관 앞 사거리∼궁리마루 코스를 돌아 볼 예정이다
주최 측은 체험 후 금강제화 앞에서 쥬디스 태화 앞을 연결하는 횡단보도 설치를 부산시에 촉구할 예정이다
서면 교차로에서 광무교까지 900여 m 구간 중앙로에는 현재 횡단보도가 전무하다
부산 장애인 단체는 그동안 국민권익위원회, 경찰청 등에 수차례 횡단보도 설치를 요구했지만 만족스러운 답을 듣지 못했다
양미숙 부산참여자치연대 사무처장은 ""부산 서면은 장애인 이동권을 보장하지 않는 곳으로 전국에서 악명 높은 지역""이라며 ""이번 체험행사를 계기로 중앙로에 횡단보도 설치를 거듭 촉구하겠다""고 말했다
"

30,"17/© News1 김민경 기자'장애인 보행 시민체험 행사' 시민 60여명 참여(부산=뉴스1) 김민경 기자 = 부산시민단체가 17일 오후 2시 부산 서면 쥬디스태화백화점(이하 쥬디스태화) 앞에서 4·20 장애인의 날을 기념해 ‘장애인 보행 시민체험 행사’를 열고, 부산시에 장애인과 비장애인 모두를 위해 서면 중앙로 횡단보도를 만들어달라고 촉구했다
올해 4회째를 맞은 ‘장애인 보행 시민체험 행사’는 장애인 이동권 문제를 알리기 위해 기획돼, 서면 일대(쥬디스태화~동천로 대중교통전용지구~궁리마루)에서 일반 시민 50여명과 휠체어를 이용해야하는 장애인 10여명이 참여한 가운데 2시간 넘게 진행됐다
부산장애인차별철폐연대 신수현 공동대표는 “서면 쥬디스태화 앞에서 맞은 편 금강제화까지의 중앙대로를 건널 수 있는 횡단보도가 필요하다”며 “계단이 많은 지하상가만으로 길을 건너야 하는 환경에선 중증장애인을 비롯한 어르신, 순간장애인(경미한 사고로 일시적인 장애를 겪는 사람) 등이 불편을 겪을 수밖에 없다”고 말했다
특히 “장애인의 경우 원하지 않게 무단횡단을 하도록 내몰리게 된다”며 “지하철 서면역 근처에 엘리베이터가 있지만 일반건물에 속한 엘리베이터의 경우 오후 11시쯤, 부산교통공사가 관리하는 경우도 지하철 운행이 끝나는 자정께 운행을 멈춘다
지하철 역에서 번화가인 쥬디스태화까지의 거리가 멀어 불편함이 크다”고 설명했다
부산시민단체가 17일 오후 2시 부산 서면 쥬디스태화백화점(이하 쥬디스태화) 앞에서 4
부산시민단체가 17일 오후 2시 부산 서면 쥬디스태화백화점(이하 쥬디스태화) 앞에서 4
20 장애인의 날을 기념해 ‘장애인 보행 시민체험 행사’를 열었다
20 장애인의 날을 기념해 ‘장애인 보행 시민체험 행사’를 열었다
17/© News1 김민경 기자이날 행사에는 ‘장애인 보행 체험’에 직접 나선 학생들의 모습이 눈길을 끌었다
윤정남군(15)은 “학교에서 요구하는 봉사활동시간을 채우기 위한 활동을 찾던 중에 행사를 알게 됐다”며 “생각했던 것보다 훨씬 의미 있는 시간이었다”고 말했다
안대를 쓴 채 어설프게 흰지팡이를 사용해 500m 이상을 걸었던 이예은양(14)은 “이전에는 미처 몰랐는데, 장애인이 얼마나 어려운 환경에서 생활하는지 느낄 수 있었다”며 “인도 가운데 가로수와 화단 등이 있어 불편했다”고 소감을 밝혔다
두 딸과 함께 나온 김선미(40대)씨는 “아이들이 자랄 때 다른 사람을 배려할 수 있도록 다양한 경험을 하는 것이 중요하다고 생각해 참여했다”며 “애들에게도 값진 시간이 되길 바란다”고 말했다
부산참여연대 양미숙 사무처장은 “점자블록은 약한 시력이 남아 있는 이들을 위해 눈에 띄는 노란색이어야 하는데 인도와 같은 회색이고, 인도 턱이 끝나는 부분에 설치돼야할 1
5cm의 경사로도 없는 곳이 많았다”며 “장애인을 위한 사회적 배려가 확대되고 있으나 보다 강화되고 세심한 서비스가 제공돼야 한다”고 짚었다
17일 '장애인의 날' 기념 '장애인 보행 시민체험 행사'에 참여한 60여명의 시민들이 경찰들의 차량 통제 지원을 받으며 서면의 한 건널목을 건너고 있다
17/© News1 김민경 기자행사에 참여한 시민들은 비장애인의 경우10분도 안 걸렸을 구간을 30분이 넘게 이동해야 했다
이를 지켜보던 일반시민 성희영(25)씨는 “행사의 취지에는 동감하지만, 굳이 이렇게 많은 사람들로 붐비는 시간대에 했어야 하는지는 잘 모르겠다”고 말했고, 이영중(44)씨는 “장애인들을 위한 사회적 서비스가 아직 미흡한 실정”이라며 “조금 불편을 겪더라도 이런 문제에 대한 인식을 공유하고, 장애인들의 편의를 증진시킬 수 있는 방안을 생각해 볼 수 있어 좋다
건강한 사람도 누구나 장애인이 될 수 있는 것 아니겠냐”고 말했다
부산장애인차별철폐연대 최영아 공동대표는 “장애인을 도와줘야하는 대상이 아니라 함께 어울려 살아가는 이웃으로 인식하고, 이들의 생명권과 같은 이동권 등의 기본적인 권리에 대해 일반시민들이 관심을 가져주길 바란다”고 강조했다
tmk86400@▶ 핫이슈- 잠자는 친딸 '성폭행 혐의' 아버지, 징역 5년→무죄▶ 핫이슈- ""한국인이 수도시설에 독약 탔다""…'日강진' SNS 악성 루머도▶ 뉴스1 100% 무료 만화 서비스 오픈!![© 뉴스1코리아(news1
"

31,"시각장애인 음향신호기에 철조망…""어떻게 쓰라고""[앵커]건널목에 버튼을 누르면 시각장애인을 위한 안내음성이 나오는 음향신호기가 있습니다
시각장애인에게 꼭 필요한 것이지만, 주변에 철조망을 쳐놓아 사용이 어렵게 만들거나 고장난 경우가 수두룩해 장애인들이 어려움을 겪고 있습니다
차근호 기자가 현장에 다녀왔습니다
[기자]부산 해운대구의 한 횡단보도에 부착된 시각장애인용 음향신호기입니다
주변에 철조망이 둘려있어 버튼을 누르기 어렵습니다
보통의 성인남성이 눈으로 보고도 작동하기 어려운 상태여서, 시각장애인들에게는 사실상 그림의 떡입니다
부산 연제구의 한 횡단보도입니다
음향신호기 버튼을 아무리 눌러도 작동하지 않습니다
연제구에만 이런 곳이 12곳을 넘습니다
음향신호기가 너무 낮거나 높이 설치돼있고, 점형 블록이 없고, 장애물이 많아 사실상 사용이 힘든 곳도 수두룩합니다
<이상훈 / 시각장애 1급> ""(신호기) 기둥 위에다 쓰레기통을 설치해 놓는다든지 장애물이 있어서 찾는 과정에 넘어지거나…""지난달 부산참여연대가 음향신호기 시설을 개선해 달라며 지적했지만, 시설은 그대로입니다
신호기 설치는 경찰청이, 유지·관리는 부산시가 합니다
<정명화 / 부산참여연대 팀장> ""보행권 그런 많은 이동권을 보장하는 것이 무엇보다 중요하다고 생각합니다…횡단보도를 안전하게 이용할 수 있는 생명에 위협을 받지 않을 수 있는…""참여연대는 현재 음향신호기 부착을 의무화하도록 하는 제도 개선도 촉구할 방침입니다
"

32,"(부산=연합뉴스) 차근호 기자 = ""음향신호기를 찾으려고 하는데 철조망이 탁 만져지니 암담했습니다
(음향신호기 옆에) 대수롭지 않게 설치해둔 쓰레기통이지만 저희는 손으로 더듬는 과정에서 쓰레기통을 만지게 되고 손에 담뱃재와 가래침이 묻습니다
""시각장애인 음향신호기 주변에 설치된 철조망[차근호 기자 촬영]1급 시각장애인인 이상훈 씨는 부산 해운대구의 한 횡단보도를 건널 때 난감한 일을 겪었다
시각장애인을 위해 횡단보도 기둥에 설치된 음향신호기 버튼을 찾으려고 했는데 음향신호기 주변에 철조망이 설치돼 있었다
일반인이라면 눈으로 보면서 철조망 사이로 손가락을 넣어 버튼을 누를 수는 있겠지만 이 씨에게는 엄두도 나지 않는 일이다
음향신호기는 횡단보도 시작점과 끝 지점, 두 곳에 설치된다
버튼을 눌렀을 때 두 신호기에서 모두 소리가 나야 시각장애인이 횡단보도의 거리와 방향을 알 수 있다
음향신호기 철조망[차근호 기자 촬영]현재 음향신호기 설치가 의무사항은 아니지만 관공서 주변이나 사람이 많은 곳은 '우선 설치 권고 지역'으로 돼 있다
문제는 우선 설치 대상 지역이라도 음향신호기 부착이 안 된 곳이 많고 관리부실 탓에 설치해도 제대로 작동하지 않는 경우가 태반이라는 것이다
부산참여연대는 지난 9월 4일부터 8일간 관공서가 몰려있는 부산 연제구 일대 횡단보도 51곳의 음향신호기 부착 실태를 조사했다
조사 결과 20곳은 음향신호기가 아예 부착돼 있지 않았다
부착된 31곳도 단 1곳을 제외하고는 설치 기준에 맞지 않거나 시각장애인에 대한 배려가 부족한 상황이었다
음향신호기가 고장 난 경우는 12건에 달했다
시각장애인이 음향신호기를 찾을 수 있게 하는 바닥 점형 블록을 설치하지 않은 곳도 25곳이나 됐다
신호기가 너무 낮거나 높이 설치돼 있고 음향신호기 주변에 장애물이 있는 경우도 10곳에 달했다
이씨는 ""음향신호기를 찾으려고 손으로 신호등 기둥을 만지다 보면 기둥에다가 쓰레기통을 설치해 놓는다든지 기둥 밑에 장애물이 있어 넘어지는 경우가 많다""면서 ""쓰레기통에는 담뱃재와 가래침이 있어 손에 묻을 때는 암담함을 느낀다""고 말했다
현재 신호기 설치는 경찰청이, 유지·관리는 부산시가 한다
정명화 부산참여연대 팀장은 15일 ""장애인들이 공공기관을 손쉽게 갈 수 있고 이들의 보행권과 이동권을 보장하는 것은 무엇보다도 중요하다""면서 ""미설치 구간에는 조속히 음향신호기를 설치하고 부적합 구간에는 잘못을 빨리 시정해 시각장애인이 안전하게 보행할 수 있는 환경을 만들어야 한다""고 말했다
"

33,

34,"[한겨레] 장애인 생존권 담은 정책요구안 부산시에 전달부산장애인부모회, 부산반빈곤센터 등 23개 장애인단체와 시민사회단체로 꾸려진 ‘2017 420장애인 차별철폐 부산공동투쟁단’은 17일 부산시청 앞에서 출범식을 열고 부산시에 장애인 정책요구안을 전달했다
공동투쟁단은 정책요구안을 통해 부산시에 기존의 장애인자립생활센터 운영비를 늘리고, 신규 장애인자립생활센터를 늘릴 것을 주문했다
부산시는 올해 장애인자립생활센터 지원금 7억4800만원을 책정했는데, 이 지원금으로는 장애인자립생활센터 18곳의 인건비(4명 기준)도 제대로 지급하기 어렵기 때문이다
공동투쟁단은 “장애인들이 장애인자립생활센터 등에 의존하지 않고 스스로 생활하고 살아갈 수 있도록 단계별로 지역사회에 돌려보내는 중장기적 로드맵이 마련돼야 한다”고 강조했다
이를 위해 “장애인의 생활 자립을 총괄하는 전담부서를 새로 만들어야 한다”고 부산시에 요구했다
중증장애인들을 위해 24시간 활동보조서비스 지원이 필요하다고도 했다
또 부산시에 장애인 콜택시 ‘두리발’ 이용요금 상한제 도입, 시내버스의 저상버스 보급률 100% 등 장애인 이동권 보장과 장애인 인권실태 조사, 인권교육 등 장애인 인권보장 시행계획 수립 등도 촉구했다
최영아 공동투쟁단 집행위원장은 “장애인의 삶을 책임져야 할 주체는 개인이 아니라 정부와 지자체다
2014·2015년 부산시청 앞 노숙 투쟁 등 해마다 장애인의 생존권 보장을 위해 싸웠지만, 부산시는 예산 부족 등을 이유로 장애인의 절박한 요구를 외면했다
서병수 부산시장은 장애인의 생존권을 담은 정책요구안을 반드시 내년 예산안에 편성해달라”고 말했다
kr  ▶ 한겨레 절친이 되어 주세요!"

35,"양산시가 운영하고 있는 교통약자 콜택시(양산시 제공)2017
/뉴스1© News1(부산ㆍ경남=뉴스1) 남경문 기자 = 양산시는 장애인이나 노약자 등 교통약자의 이동편의 증진을 위해 교통약자 콜택시 5대를 증차해 운영한다고 10일 밝혔다
시는 장애인의 교통약자 이동권 보장을 위해 휠체어 탑승설비 등을 장착한 콜택시를 법정보유대수(16대)를 초과한 25대로 확대해 대기시간 단축 등 배려와 존중의 약자 친화도시 조성에 앞장서고 있다
교통약자 콜택시는 양산시 복지재단(장애인복지관)에 운영한다
이용대상은 1·2급 장애인과 고령자나 임산부 등 대중교통수단 이용이 어려운 자, 교통약자 동반 가족이 이용할 수 있으며, 특별교통수단 콜택시(1566-4488)에 전화로 신청하면 된다
5월말 기준 하루 평균 151회 250명이 이용하고 있다
요금은 관내 2000원, 시계를 초과할 경우 부산·울산 방향으로 440ｍ당 100원, 107초당 100원의 초과요금이 최대 1만원까지 부과되며 경남 타 시군의 시외버스요금의 1
5배를 넘지 못하게 되어 있다
시 관계자는 “이용자의 차량을 장기간 이용하거나 교통약자 콜택시 이용 대상이 아닌 자가 이용하는 경우가 빈번하다”며 “교통약자들의 이동권 보장을 위해 시민들의 양보와 이해를 당부한다”고 말했다
news2349@news1
kr▶ 놓치면 후회!제보하기(클릭!)[© 뉴스1코리아(news1
"

36,"◇교통약자 콜택시 확대 운영   양산시는 장애인이나 노약자 등 교통약자의 이동 편의 증진을 위해 교통약자 콜택시를 5대를 증차 운영한다고 12일 밝혔다
시는 장애인의 교통약자 이동권 보장과 사회참여 확대를 위해 휠체어 탑승설비 등을 장착한 콜택시를 법정 보유 대수(16대)를 초과한 25대로 확대해 대기시간 단축 등 배려와 존중의 약자 친화 도시 조성에 앞장서고 있다
콜택시는 시 복지재단(장애인복지관)에 운영하며 이용대상은 1·2급 장애인과 고령자나 임산부 등 대중교통수단 이용이 어려운 자와 교통약자 동반 가족이 이용할 수 있다
이용은 특별교통수단 콜택시(1566-4488)에 전화로 신청하면 된다
요금은 관내 2000원, 시계를 초과할 경우 부산·울산 방향으로 440ｍ당 100원, 107초당 100원의 초과 요금이 최대 1만원까지 부과되며 도내 시군의 시외버스요금 1
"

37,"사단법인 부산시지체장애인협회(회장 김광표) 소속 회원 300여명은 19일 오후 4시 부산시청 광장에서 ‘장애인편의시설지원센터’의 확대설치를 요구하는 집회를 가졌다
협회에 따르면 지자체들은 지체장애인 등이 일상생활에서 안전하고 편리하게 시설과 설비를 이용하고 정보에 접근할 수 있도록 보장함으로써 이들의 사회활동 참여와 복지 증진에 이바지함을 목적으로 ‘장애인·노인·임산부 등의 편의증진보장에 관한 법률’에 의해 ‘지체장애인편의시설지원센터’를 설치 운영토록 하고 있다
이에 따라 서울시는 25개 센터, 대구시는 8개 센터, 울산시는 5개 센터, 광주시는 5개 센터 등을 설치 운영하고 있다
그러나 부산시는 협회에서 운영하는 광역센터 1곳에서 16개 구·군에서 일어나는 모든 편의시설기준적합성확인업무, 민원 등을 수행하고 있다
이는 부산시 장애인의 사회생활에 직결되어 이동권확보 및 사회진출에 상당한 지장을 초래하며, 이는 곧 장애인의 취업촉진 등에 반하는 처사가 아닐 수 없다
그리고 부산시센터의 경우 타 시도와는 달리 편의시설기준적합성확인업무 처리만해도 잦은 업무처리지연 등의 문제가 도출되고 있다
이로 인해 협회는 ‘사람중심의 시정으로 시민행복 앞당기는 부산’을 주창하는 부산시에 반해 ‘장애인은 배제된 사람중심 사회복지’, ‘장애인을 차별하는 일자리확대와 고용창출’을 2004년 ‘사회적 약자인 장애인 이동권과 정보접근권을 보장하고 이를 통해 사회참여를 권장해 복지증진에 이바지하기 위함’을 목표로 하던 시는 15년 전의 사회복지에서 진일보하지 못하고 시대를 역행하는 사회복지정책을 펴고 있다
협회는 이날 집회에서 “시의 모든 장애인을 대표해 부산시의 복지마인드의 각성을 위해 집회를 개최하고 16개 구·군에 지원센터의 설치 운영을 요구한다”고 강조했다
한편 부산시는 사회적 약자인 장애인 이동권과 정보접근권을 보장하고 이를 통해 사회참여를 권장하여 복지증진에 이바지하기 위해 2004년부터 부산시지체장애인협회에 지체장애인편의시설부산지원센터를 설치하고 장애인편의시설 관련업무를 위탁하고 있다
지체장애인편의시설부산지원센터의 역할은 편의시설 적합성 확인업무 대행을 기본으로 장애인편의시설전수조사 및 실태조사, 편의시설설치매뉴얼 개발, 편의시설 관련 조사·연구사업, 편의시설관련 각종 민원상담, 건축협의 및 컨설팅, 기타 지역 내 장애인편의시설 유지관리 및 보수 등의 업무를 수행함으로서 부산지역 18만 장애인들에게 비장애인들과 서로 아무런 불편 없이 어울려 살 수 있도록 하고, 이를 통해 장애인들의 일상적인 생활이 자립적으로 영위됨으로서 비장애인과 동등한 삶의 질 확보를 통한 장애인의 인권을 확보하고 나아가 지역 장애인의 고용창출 및 일자리확대를 기대할 수 있기 때문이다
협회는 2004년부터 2015년까지는 편의시설설치 대상시설에 대해 구·군으로부터 공문협조를 통한 업무협의기관으로의 역할을 수행했고, 2016년부터는 ‘장애인·노인·임산부 등의 편의증진 보장에 관한 법률’ 제9조의3 및 같은 법 시행규칙 제3조의3에 따라 편의시설 적합성 확인업무 대행기관’으로 선정되어 대상 건축물에 대한 허가나 처분 등의 인·허가 업무를 수행하고 있다
이후 올 7월까지 부산편의센터 6명의 기술직원의 기술실적은 8047건으로 연평균 3500건 이상의 업무를 처리하고 있고, 1인당 월 48건의 업무량으로 전국평균 1인당 월 20건인 것을 감안할 때 본 협회의 직원은 편의시설 적합성 확인업무만으로도 과중한 업무임을 알 수 있다
이같은 처리건수를 부산광역센터에서 일임을 하다 보니 잦은 업무처리지연으로 인해 2016년 부산시, 부산건축사회, 본 센터와 함께 ‘건축협의 관련 개선 실무자 회의’를 개최하고 업무협의를 통해 기존 각 구·군 복지관련 부서를 거쳐 접수되던 일련의 모든 건축협의 등을 부산광역시 세움터를 통해 인·허가가 가능하도록 협의했다
그럼에도 불구하고 2016년 업무지연에 대한 내용을 건축사회에서 국민청원을 통해 업무지연 등을 지적했고, 이에 각종 개선책을 통해 2017년부터 건축관련 민원협의는 일절 배제하고 건축심의 및 인·허가 업무만을 처리하여 업무지연의 문제점을 다소 해소해 오고 있는 실정이다
이에 협회는 기초센터의 필요성과 타당성 등을 조사 후 구청장의 설치 승인이 된 4개구(연제구, 동래구, 북구, 해운대구)를 우선 설치하기로 담당 부서와 협의했으나 예산 미편성으로 무산됐다
협회는 20일 시청앞 시민광장에서 2000여명이 참가하는 대규모 집회를 열고 부산시의 장애인복지정책 역행을 규탄하기로 했다
부산=윤봉학 기자 bhyoon@kmib
kmib
"

38,"소비자원, 전국 35개 역사 조사 결과장애인 이동권 보장 ‘낙제점’승강장-지하철 간격 넓고 높이 차도 커에스컬레이터 경고음 안울리거나엘리베이터 음향신호장치 작동 안해지난 8월 장애인 이동권 보장 촉구 기자회견을 마친 뒤 신길역 장애인 리프트 추락사건에 대한 사과와 지하철역 엘리베이터 설치를 요구하며 시위를 벌이고 있다
김진수 기자 jsk@hani
kr  승강장-지하철 간격 15㎝, 승강장-지하철 높이차 3㎝, 점자표시판 없는 에스컬레이터, 작동하지 않는 역무원 호출버튼…
전국 지하철 일부 역사가 장애인 이동권 보장을 위한 안전·편의시설이 미흡한 것으로 나타났다
한국소비자원은 서울 14곳, 경기 1곳, 인천·부산·대구·광주·대전 각 4곳 등 전국 35개 지하철 역사를 조사한 결과, 승강장과 지하철 객실 간 기준간격(5㎝ 이내)을 초과하는 곳이 30곳(85
7%)에 이른다고 18일 밝혔다
간격이 15㎝에 달하는 곳도 있었다
이들 중 18군데는 간격이 넓다는 내용의 주의 표지도 갖추고 있지 않았다
또 35곳 가운데 10곳(28
6%)은 승강장과 지하철 간 높이 차이가 1
5㎝를 초과했다
지하철 역사 상당수는 에스컬레이터와 엘리베이터 이용 시 안전사고 발생 위험도 컸다
에스컬레이터가 있는 34곳 가운데 26곳(76
5%)은 반대 방향으로 진입해도 경고음이 울리지 않았고, 수평 고정손잡이가 설치된 에스컬레이터 31곳 가운데 15곳(48
4%)에는 점자 표시판이 없었다
이는 시각장애인이 반대 방향으로 진입할 때 사고 발생 가능성을 높이는 요소다
엘리베이터 문이 닫힐 때 움직임을 감지하는 개폐장치가 갖춰지지 않은 곳도 6곳(17
역사 출입구 70곳 가운데 엘리베이터가 설치되지 않아 휠체어 출입이 어려운 31곳 가운데 12곳(38
